title,lyrics,label
,,
Let Me Drown,stretch the bones over my skin stretch the skin over my hand im going to the holy land stretch the marks over my eyes burn the candles deep inside yeah you know where im coming from give up to greed you dont have to feed me give up to fate you dont have to need me so let it go wont you let it go wont you let it go wont you let it drown me in you so slip down the darkness to the mouth damn the water burn the wine im going home for the very last time so throw it away you dont have to take me make no mistake i am what you make me so let it go wont you let it go wont you let it go wont you let it drown me in you drown me in you drown me in you drown me in you drown me in drown me in oh drown me in yeah drown me in yeah i see you turn around and burning down the feeling starts to sink i feel the hurt surround me please dissolve me shes resolved to be so heal my wound without a trace and seal my tomb without my face im going to the lonely place give up to greed you dont have to feed me yeah give up to fate you dont have to need me so let it go wont you let it go wont you let it go wont you let it drown me in you drown me in you drown me in you drown me in you drown me in you drown me in you drown me in you drown me in you drown me in,Sad
,,
Pretty Noose,i caught the moon today pick it up and throw it away all right i got the perfect steal a cleaner love with a dirty feel all right fallout and take the bait eat the fruit and kiss the snake goodnight common ruse dirty face pretty noose is pretty hate and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from let your motor race pick it up and get this mother gone out from and far away the wooden stake this thing has got me on diamond rope silver chain pretty noose is pretty pain and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from common ruse dirty face pretty noose is pretty hate and i dont care what you got i dont care what you need i dont want anything and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from and i dont like what you got me hanging from yeah,Angry
,,
Poetic Justice,every second every minute man i swear that she can get it say if you a bad bitch put your hands up high hands up high hands up high tell em dim the lights down right now put me in the mood im talkin about dark room perfume go go i recognize your fragrance hold up you aint never gotta say shit uh and i know your taste is a little bit hmm high maintenance uh everybody else basic you live life on an everyday basis with poetic justice poetic justice if i told you that a flower bloomed in a dark room would you trust it i mean i write poems in these songs dedicated to you when youre in the mood for empathy theres blood in my pen better yet where your friends and em i really wanna know you all i really wanna show you off fuck that pour up plenty of champagne cold nights when you curse this name you called up your girlfriends and yall curled in that little bitty range i heard that she wanna go and party she wanna go and party nigga dont approach her with that atari nigga that aint good game homie sorry they say conversation rule a nation i can tell but i could never right my wrongs less i write it down for real ps you can get it you can get it you can get it you can get it and i know just know just know just know just know just what you want poetic justice put it in a song alright you can get it you can get it you can get it you can get it and i know just know just know just know just know just what you want poetic justice put it in a song alright i really hope you play this cause ol girl you test my patience with all these seductive photographs and all these oneoff vacations youve been takin clearly a lot for me to take in it dont make sense young east african girl you too busy fuckin with your other man i was tryna put you on game put you on a plane take you and your momma to the motherland i could do it maybe one day when you figure out youre gonna need someone when you figure out its alright here in the city and you dont run from where we come from that sound like poetic justice poetic justice you were so new to this life but goddamn you got adjusted i mean i write poems in these songs dedicated to the fun sex your natural hair and your soft skin and your big ass in that sundress ooh good god what you doin that walk for when i see that thing move i just wish we would fight less and we would talk more they say communication save relations i can tell but i can never right my wrongs unless i write em down for real ps you can get it you can get it you can get it you can get it and i know just know just know just know just know just what you want poetic justice put it in a song alright you can get it you can get it you can get it you can get it and i know just know just know just know just know just what you want poetic justice put it in a song alright every time i write these words they become a taboo makin sure my punctuation curve every letter heres true livin my life in the margin and that metaphor was proof im talkin poetic justice poetic justice if i told you that a flower bloomed in a dark room would you trust it i mean you need to hear this love is not just a verb its you lookin in the mirror love is not just a verb its you lookin for it maybe call me crazy we can both be insane a fatal attraction is common and what we have common is pain i mean you need to hear this love is not just a verb and i can see power steerin sex drive when you swerve i want that interference its coherent i can hear it uhhuh thats your heartbeat it either caught me or it called me uhhuh read slow and youll find gold mines in these lines sincerely yours truly and right before you go blind ps you can get it you can get it you can get it you can get it and i know just know just know just know just know just what you want poetic justice put it in a song im gon ask you one more time homie where is you from or it is a problem ayy you over here for sherane homie yo i dont care who this nigga over here for if he dont tell me where he from its a wrap im sorry hol up hol up hol up we gon do it like this okay ima tell you where im from okay you gon tell me where you from okay or where your grandma stay where your mama stay or where your daddy stay okay enough with all this talkin matter of fact get out the van homie get out the car before i snatch you out that motherfucker homie,Relaxed
,,
That’s The Way,thats the way jah jah planned it yeah and thats the way jah jah planned it now cause thats the way jah jah planned it yeah and thats the way jah jah planned it now my life was met with changes about the things going very bad jah guiding hand on me and showed me what i had he led me into music cause that is what he planned i will use my voice to serve him im a daughter of zion and thats the way jah jah planned it yeah thats the way jah jah planned it now thats the way jah jah planned it yeah and thats the way jah jah planned it now jah jah made the land and waters he made the moon and stars man thinks he can make it better but now hes gone a bit too far youre building automatic weapons and razing building stone but jah jah is the master and he knows when theyll fall they must fall yeah and thats the way jah jah planned it yeah thats the way jah jah planned it now cause thats the way jah jah planned it yeah and thats the way jah jah planned it now jah jah give i sweet inspiration thats why i can go through this duration hes my life hes my health hes my every every everything everything i need thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way thats the way jah jah planned it jah jah planned it jah jah planned it jah jah planned it jah jah planned it jah jah planned it jah jah planned it jah jah planned it jah jah planned it jah jah planned it thats the way thats the way the only way thats the way thats the way thats the way,Relaxed
,,
Just a Little Bit Longer,you say youre hurting oh cause they say im flirting oh no you just cant take it anymore your friends say im no good for you but in my heart im so true a partner for life we can be sure youve asked me for some time to clear youre mind i stayed away it hurts so much without your touch now im back and you say chorus just a little bit longer baby cause my love keeps growing stronger a little more time to say but in my head a love song plays for you and me we played in the rain together that feeling lives on forever memories that bring tears of joy weve had our share of bad times too hurthing each other me and you its brought us much closer in the end just too much weve both fought for to put it all down the drain ive stayed away just for a while but now youre driving me insane chorus i said all there is to say now hoping that youll make me stay believe me im yearning for you girl hope theres a place in your heart that remembers the good from the start just put me back where i belong you asked me for some time to clear your mind i stayed away it hurts so much without your touch now im back and you say chorus,Sad
,,
My Selfish Gene,you me and destiny guess that it was never meant to be all you did was give me allergy im not looking for your sympathy you me and destiny i am courted by uncertainty lost my will to live unselfishly altruism stinks of fallacy my selfish gene it fills my spleen with bile and all the while i thought you gave a damn you me and destiny guess that it was never meant to be all you needed was some courtesy and im not waitingfor an apology my selfish gene it fills my spleen with bile and all the while i thought you gave a damn way back then i thought yo gave a damn,Angry
,,
Back to God,oh have you looked around have you heard the sound of mamas crying or do you turn away when you see the face of the innocent dying in these darkest days are you not afraid that its too late you gotta get down on your knees believe fold your hands and beg and plead gotta keep on praying you gotta cry rain tears of pain pound the floor and scream his name cause were still worth saving cant go on like this and live like this we cant love like this we gotta give this world back to god have you lost a love do you feel like giving up has your heart been broken are your kids okay will they come home safe do you lie there hoping you can make a wish you can knock on wood ohh it wont do no good you gotta get down on your knees believe fold your hands and beg and plead gotta keep on praying you gotta cry rain tears of pain pound the floor and scream his name cause were still worth saving cant go on like this and live like this we cant love like this we gotta give this world back to god you gotta get down on your knees believe fold your hands and beg and plead keep on praying you gotta cry rain tears of pain pound the floor and scream his name cause were still worth saving cant go on like this and live like this we cant love like this you can hope the best make a wish the only answer is we give this world back to god ohh give it back ,Sad
,,
Shing a Ling,dumb shinga liiiinngggggggg singa shinga liiiinngg oooohohohohohhooh me and my girl went to a partahhh she grabbed my hands and say jump daddadaadda work dadadaadada shiiinggg a ling,Relaxed
,,
1 2 3 i love you,123 im loving you 456 i missing you 789 i want you back 2 hear it in my heart again long time no see without your love im lonely i miss you and its too hard to bare what have you done to me im waking up in the middle of the night without you and its so unfair ive toss and turn reach for you only my pillows i wake in the morning the sun rises but im alone hurts my soul 123 im loving you 456 i missing you 789 i want you back 2 hear it in my heart again its shows on my face the evidence is right here my smile has been erased cant you tell i have no appetite my food has no taste im loosing weight i thought you could be replaced i day dreamed of you and me and how great we use to be and i firmly believed of turning all these dreams into reality and like a child i would chase so easily after you 123 im loving you 456 i missing you 789 i want you back 2 hear it in my heart again long time no see without your love im lonely i miss you and its too hard to bare what have you done to me im waking up in the middle of the night without you and its so unfair,Sad
,,
You Are My Sunshine,the other night dear as i lay sleeping i dreamed i held you in my arms when i awoke dear i was mistaken so i bowed my head and i cried you are my sunshine my only sunshine you make me Happy when skies are gray youll never know dear how much i love you please dont take my sunshine away ive always loved you and made you Happy and nothing else could come between but now youve left me to love another you have shattered all of my dreams you are my sunshine my only sunshine you make me Happy when skies are gray youll never know dear how much i love you please dont take my sunshine away,Sad
,,
Still Ill,i decree today that life is simply taking and not giving england is mine it owes me a living but ask me why and ill spit in your eye oh ask me why and ill spit in your eye but we cannot cling to the old dreams anymore no we cannot cling to those dreams does the body rule the mind or does the mind rule the body i dont know under the iron bridge we kissed and although i ended up with sore lips it just wasnt like the old days anymore no it wasnt like those days am i still ill oh am i still ill does the body rule the mind or does the mind rule the body i dont know ask me why and ill die oh ask me why and ill die and if you must go to work tomorrow well if i were you i wouldnt bother for there are brighter sides to life and i should know because ive seen them but not very often under the iron bridge we kissed and although i ended up with sore lips it just wasnt like the old days anymore no it wasnt like those days am i still ill oh am i still ill,Sad
,,
You Never Gave Up on Me,theres only one chance in a million of a dream like this coming true and ive been told im not the one by everyone but you through all my doubts and all my fears well it seemed those clouds wouldnt ever clear you never gave up on me oh you never gave up on me im here where i was always meant to be i never gave up cause you never gave up on me as i stand here and look around me and think of how far weve come your faith it still astounds me oh just look at what weve done youve held me high up off the ground every time this old world tried tried to bring me down you never gave up on me oh you never gave up on me im here where i was always meant to be i never gave up cause you never gave up on me everyone needs someone someone to believe like you believed in me you never gave up on me no you never gave up on me right here where i was always meant to be i never gave up cause you never gave up on me you never gave up on me thank you mama,Relaxed
,,
Oceans,you see this motherfucking face blessings blessings yeah i see elephant tusk on the bow of a sailing lady docked on the ivory coast mercedes in a row winding down the road i hope my black skin dont dirt this white tuxedo before the basquiat show and if so well fuck it fuck it because this water drown my family this water mixed my blood this water tells my story this water knows it all go ahead and spill some champagne in the water go ahead and watch the sun blaze on the waves of the ocean dope boy still smelling like cocaina white boat white robe can he be more cleaner the oil spill that bp aint clean up im antisanta maria only christopher we acknowledge is wallace i dont even like washingtons in my pocket black card go hard when im shopping boat docked in front of hermès picking cotton silk and fleeces lay on my jesus oh my god i hope yall dont get seasick see me in shit you never saw if it wasnt for these pictures they wouldnt see me at all aww whole worlds in awe i crash through glass ceilings i break through closed doors im on the ocean im in heaven yachting ocean 11 elephant tusk on the bow of a sailing lady docked on the ivory coast mercedes in a row winding down the road i hope my black skin dont dirt this white tuxedo before the basquiat show and if so well fuck it fuck it because this water drown my family this water mixed my blood this water tells my story this water knows it all go ahead and spill some champagne in the water go ahead and watch the sun blaze on the waves of the ocean me and ty ty is like pablo and popeye winding dirt roads on mopeds spilling opus welcome to the magnum opus the magna carta the bestselling author decoded on the holiday playin strange fruit if ima make it to a billi i cant take the same route swoosh thats the sound of the border swoosh and thats the sound of a baller muhammad hovi my back against the rope the black maybach im back inside the boat shepard fairey they finally gave me some hope cant believe they got a nigga to vote democrat nope i sold dope in trouble waters i had to learn how to float on the ocean im in heaven yachting ocean 11 elephant tusk on the bow of a sailing lady docked on the ivory coast mercedes in a row winding down the road i hope my black skin dont dirt this white tuxedo before the basquiat show and if so well fuck it fuck it because this water drown my family this water mixed my blood this water tells my story this water knows it all go ahead and spill some champagne in the water go ahead and watch the sun blaze on the waves of the ocean,Sad
,,
Suspicious Minds,were caught in a trap i cant walk out because i love you too much baby why cant you see what youre doing to me when you dont believe a word i say we cant go on together with suspicious minds with suspicious minds and we cant build our dreams on suspicious minds so if an old friend i know stops by to say hello would i still see suspicion in your eyes here we go again asking where ive been you cant see the tears are real im crying yes im crying we cant go on together with suspicious minds with suspicious minds and we cant build our dreams on suspicious minds oh let our love survive ill dry the tears from your eyes lets dont let a good thing die when honey you know ive never lied to you were caught in a trap i cant walk out because i love you too much baby why cant you see what youre doing to me when you dont believe a word i say well dont you know im caught in a trap i cant walk out because i love you too much baby well dont you know im caught in a trap i cant walk out because i love you too much baby well dont you know im caught in a trap i cant walk out because i love you too much baby well dont you know im caught in a trap i cant walk out because i love you too much baby well dont you know im caught in a trap i cant walk out because i love you too much baby,Relaxed
,,
The River,you know a dream is like a river ever changin as it flows and a dreamers just a vessel that must follow where it goes trying to learn from whats behind you and never knowing whats in store makes each day a constant battle just to stay between the shores and i will sail my vessel til the river runs dry like a bird upon the wind these waters are my sky ill never reach my destination if i never try so i will sail my vessel til the river runs dry too many times we stand aside and let the waters slip away till what we put off till tomorrow has now become today so dont you sit upon the shoreline and say youre satisfied choose to chance the rapids and dare to dance the tide yes i will sail my vessel til the river runs dry like a bird upon the wind these waters are my sky ill never reach my destination if i never try so i will sail my vessel til the river runs dry and theres bound to be rough waters and i know ill take some falls but with the good lord as my captain i can make it through them all yes i will sail my vessel til the river runs dry like a bird upon the wind these waters are my sky ill never reach my destination if i never try so i will sail my vessel til the river runs dry yes i will sail my vessel til the river runs dry til the river runs dry,Sad
,,
Coal Miner’s Daughter,well i was born the coal miners daughter in a cabin on a hill in butcher holler we were poor but we had love thats the one thing that daddy made sure of he shoveled coal to make a poor mans dollar my daddy worked all night in the van lear coal mine all day long in the field hauling corn mommy rocked the babies at night and read the bible by the coal oil light and everything would start all over come break of morn daddy loved and raised eight kids on a miners pay mommy scrubbed our clothes on a washboard everyday why ive seen her fingers bleed to complain there was no need shes smiled in mommys understanding way in the summertime we didnt have shoes to wear but in the wintertime wed all get a brand new pair from a mail order catalog money made from selling a hog daddy always managed to get the money somewhere yeah im proud to be a coal miners daughter i remember well the well where i drew water the work we done was hard at night wed sleep cause we were tired i never thought of ever leaving butcher holler well a lot of things have changed since the way back then and its so good to be back home again not much left but the floor nothing lives here anymore except the memories of a coal miners daughter,Relaxed
,,
"Father Stretch My Hands, Pt. 1",youre the only power power youre the only power that can youre the only power power youre the only power that can ohh ohh ohh father if young metro dont trust you im gon shoot you beautiful mornin youre the sun in my mornin babe who can i turn to nothin unwanted after all who can i turn to beautiful mornin youre the sun in my mornin babe if i dont turn to you nothin unwanted no other help i know i stretch my hands i just wanna feel liberated ii nanana who can i turn to i just wanna feel liberated ii nanana after all who can i turn to if i ever instigated i am sorry if i dont turn to you tell me who in here could relate iii no other help i know i stretch my hands now if i fuck this model and she just bleached her asshole and i get bleach on my tshirt ima feel like an asshole i was high when i met her we was down in tribeca shell get under your skin if you let her shell get under your skin if youuh i dont even wanna talk about it i dont even wanna talk about it i dont even wanna say nothin everybody gon say somethin id be worried if they said nothin remind me where i know you from she lookin like she owe you somen you know just what we want i wanna wake up with you in my i wanna wake up with you in my beautiful mornin youre the sun in my mornin babe who can i turn to beautiful mornin nothin unwanted after all who can i turn to beautiful mornin youre the sun in my mornin babe if i dont turn to you nothin unwanted no other help i know i stretch my hands i just wanna feel liberated ii nanana who can i turn to i just wanna feel liberated ii nanana after all who can i turn to if i ever instigated i am sorry if i dont turn to you tell me who in here could relate iii no other help i know i stretch my hands,Relaxed
,,
My Sweet Lady,lady are you crying do the tears belong to me did you think our time together was all gone lady youve been dreaming im as close as i can be and i swear to you our time has just begun close your eyes and rest your weary mind i promise i will stay right here beside you today our lives were joined became entwined i wish that you could know how much i love you lady are you Happy do you feel the way i do are there meanings that youve never seen before lady my sweet lady i just cant believe its true and its like ive never ever loved before lady are you crying do the tears belong to me did you think our time together was all gone lady my sweet lady im as close as i can be and i swear to you our time has just begun,Relaxed
,,
Severina,shes got her head in the clouds shes got the stars in her eyes and shes dancing with a dream in her heart shes got the wind in her hair moon child shining bright and shes dancing with a dream in her heart severina severina she believes in angels she believes in will of the gods and shes dancing amongst the magic dust she believes in the midnight trance she believes in love is the law shes dancing amongst the magic dust severina severina star child baby born of heaven severina severina shes got a heart full of promise shes got a hand in her heart shes dancing by the light of the moon shes got a head full of secrets sworn to the faith of love on the will shes dancing by the light of the moon severina severina shes a gift to the gods shes dancing severina severina severina,Relaxed
,,
Paranoid,never know when someone comes and tries to take my life ive been sleepin with the 45 like every night in the whip i pray to god i dont see flashin lights god damn they right behind me and i wake up everyday i wake up every day with this anxiety and they know where i stay got malone on my plates and they followin me two hundred bands under the floor of the kitchen a little more up in the walls and the ceilin even family and friends started switchin ever since i got that check seen em itchin eyes open i see you im watchin you more people wanna be you dont trust no one tell me why i can get no relief i cant get no sleep wonderin when theyll come for me a paranoid man makes paranoid plans i do what i can but its out of my hands strugglin just to find my peace sometimes feel like i got no friends cant trust a soul like im snowden right by the bed keep it loaded lord have mercy if they broke in i dont ever sleep yeah im wide awake if you try to pull up to my place beam is gonna hit you a mile away i promise one of us gonna die today helicopters in the sky no he cant escape the eyes politicians and the lies tell me whats the point in pickin sides tell me why i can get no relief i cant get no sleep wonderin when theyll come for me a paranoid man makes paranoid plans i do what i can but its out of my hands strugglin just to find my peace ayy mind is runnin all day cost me more than money and im payin the price yeah i aint goin nowhere killin myself so i can make me a life yeah minute after minute never had a limit woke up every mornin knew that i just had to get it windows always tinted you aint lookin in it either way i know theyll come for me again tell me why i can get no relief i cant get no sleep wonderin when theyll come for me a paranoid man makes paranoid plans i do what i can but its out of my hands strugglin just to find my peace,Angry
,,
Nothing Even Matters,whoa ooh umm yeah yeah whoa ooh whoa ow yeah yeah yeah yeah oh oh oh now the skies could fall not even if my boss should call the world it seems so very small cause nothing even matters at all see nothing even matters see nothing even matters at all nothing even matters nothing even matters at all see i dont need no alcohol your love make me feel ten feet tall yeah without it id go through withdrawal cause nothing even matters at all nothing even matters nothing even matters at all nothing even matters nothing matters at all these buildings could drift out to sea some natural catastrophe still theres no place id rather be cause nothing even matters to me see nothing even matters yeah see nothing even matters to me nothing even matters nothing even matters to me youre part of my identity i sometimes have a tendency to look at you religiously baby baby cause nothing even matters to me nothing even matters nothing even matters to me said it dont matter baby baby dont matter now you wont find me at no store i have no time for manicures with you its never eitheror cause nothing even matters no more see nothing it dont matter see nothing even matters no more nothing even matters nothing even matters no more now my team could score and make it to the final four just repossessed my four by four cause nothing even matters no more no more no more no more nothing even matters nothing even matters no more nothing even matters no no more to me to me to me to me to me to me to me to me to me to me freestyle singing to end,Relaxed
,,
Black Uhuru Anthem,i n i are the living dread inna thisya dawn of the living dead i n i are the living dread inna thisya dawn of the living dead where mind ah decreasing from a distant culture where mind ah increasing cause we backing off vulture i n i are the living dread inna thisya dawn of the living dead i n i are the living dread inna thisya dawn of the living dead blessed be the children of man who together will overstand blessed be the children of man as numberless as grain of sand i n i are the living dread inna thisya dawn of the living dead i n i are the living dread inna thisya dawn of the living dead some building costly in the hill while so many others dont never get no share depriving a human of their rights its a crime against the worst dont want to tell you about prison i n i are the living dread inna thisya dawn of the living dead i n i are the living dread inna thisya dawn of the living dead where mind ah decreasing from a distant culture where mind ah increasing cause we backing down vulture i n i are the living dread inna thisya dawn of the living dead i n i are the living dread inna thisya dawn of the living dead i n i living out there hopefull and bright wooooooooih wooooooooih wooooooooih wooooooooih i n i are the living dread inna thisya dawn of the living dead i n i heart of the maroon heart taught to the maroon thought i n i trod the maroon trod inna desolate places i n i are the living dread inna thisya dawn of the living dead i n i are the living dread inna thisya dawn of the living dead  et en français nous sommes les dreads vivants parmi laube des morts vivants x2 nos esprit savillissent a cause de cette lointaine culture nos manieres saccroissent car nous cedons aux vautours refrain x2 benis soient les enfants de lhomme et ensemble nous comprendrons beni soient les enfants de lhomme aussi peu nombreux que des grains de sables refrain x 2 certains batissent cherement dans les collines pendant que tant dautres ne reçoivent pas leurs du ils privent un humain des ses droits cest un crime des pires je ne vous parle meme pas de prison refrain x2 i n i vit là plein despoir et lumineux break nous sommes des dreads vivants nous avons le cœur dun maroon nous avons lenseignement dun maroon nous suivons les chemins des maroon a travers des lieux desolés refrain x2,Sad
,,
Pass The Kouchie,pass the kutchie pon the lef hand side pass the kutchie pon the lef hand side it a go bun it a go dung jah know it was a cool and lovely breezy afternoon how does it feel when youve got no herb you could feel it cause it was the month of june if you got no herb you will walk an talk so i lef my gate and went out for a walk as i pass the dreadlocks camp i hear them say how do dey sing when you heard dem sing pass the kutchie pon the lef hand side pass the kutchie pon the lef hand side it a go bun it a go dung jah know so i stopped to find out what was going on how do you find when you make your stuff for the spirit of jah you know he leads me on them all have a leaf at the dreadlocks camp there was a ring of dreads and a session was there in swing i could feel the chill as i see and heard them say how do dey sing when you heard dem sing pass the kutchie pon the lef hand side pass the kutchie pon the lef hand side it a go bun it a go dung jah know,Angry
,,
Atlanta,she lives in a bungalow she kills me with rosegarden thorns she waits for me my love is unusual its painted with roses and thorns with her im complete she lives by the wall and waits by the door she walks in the sun to me visions of mexico seduce me it goes to my head so carefully memories of candles and incense and all of these things remember these she lives by the wall and waits by the door she walks in the sun to me she comforts me when the candles blow out the cake has grown mold but the memories are sweet the laughters all gone but the memories are mine the mexican princess is out of my life she lives by the wall and waits by the door she walks in the sun to me,Relaxed
,,
The Crystal Ship,before you slip into unconsciousness id like to have another kiss another flashing chance at bliss another kiss another kiss the days are bright and filled with pain enclose me in your gentle rain the time you ran was too insane well meet again well meet again oh tell me where your freedom lies the streets are fields that never die deliver me from reasons why youd rather cry id rather fly the crystal ship is being filled a thousand girls a thousand thrills a million ways to spend your time when we get back ill drop a line,Relaxed
,,
God’s Gonna Cut You Down,you can run on for a long time run on for a long time run on for a long time sooner or later godll cut you down sooner or later godll cut you down go tell that long tongue liar go and tell that midnight rider tell the rambler the gambler the back biter tell them that gods gonna cut em down tell them that gods gonna cut em down well my goodness gracious let me tell you the news my heads been wet with the midnight dew ive been down on bended knee talkin to the man from galilee he spoke to me in the voice so sweet i thought i heard the shuffle of the angels feet he called my name and my heart stood still when he said john go do my will go tell that long tongue liar go and tell that midnight rider tell the rambler the gambler the back biter tell them that gods gonna cut em down tell them that gods gonna cut em down you can run on for a long time run on for a long time run on for a long time sooner or later godll cut you down sooner or later godll cut you down well you may throw your rock and hide your hand workin in the dark against your fellow man but as sure as god made black and white whats done in the dark will be brought to the light you can run on for a long time run on for a long time run on for a long time sooner or later godll cut you down sooner or later godll cut you down go tell that long tongue liar go and tell that midnight rider tell the rambler the gambler the back biter tell them that gods gonna cut em down tell them that gods gonna cut em down,Angry
,,
Gravity,gravity is working against me and gravity wants to bring me down oh ill never know what makes a man gravity is working against me and gravity wants to bring me down oh ill never know what makes a man with all the love that his heart can stand dream of ways to throw it all away yeah gravity is working against me and gravity wants to bring me down oh twice as much aint twice as good and cant sustain like one half could its wanting more its gonna bring it to my knees gravity ahh stay the hell away from me oh twice as much aint twice as good and cant sustain like one half could its wanting more its gonna bring it to my knees gravity is working against me and gravity wants to bring me down oh ill never know what makes a man with all the love that his heart can stand yeah dream of ways to throw it all away gravity is working against me and gravity wants to bring me down oh twice as much aint twice as good and cant sustain like one half could its wanting more its gonna bring it to my knees gravity wont you stay the hell away from me gravity has taken better man than me oh how could it be tell me how could it be oh keep me where the light is come on keep me where the light is keep me where the light is wont you keep me where the light is keep me where the light is i wanna be where the light is i wanna be where the light is keep me where the light is keep me where the light is i wanna be where the light is gravity wont you stay the hell away from me,Sad
,,
Murderer,i see them lie and lay in wait standing at the gate but yay i hold up my head and i sing hear what i sing nah murderer blood is on your shoulder kill i today you cannot kill i tomorrow murder your insides must be hollow how does it feel to take the life of another murderer blood is on your shoulder kill me today you cannot kill i tomorrow murder your insides must be hollow how does it feel to take a life you can hide from man but not your conscience unnu nyam the bread of sorrow drink the wine of violence allowed yourself to be conquered by the serpent why you disobey the first commandment walk through the valley i fear no pestilence god is my witness and him ah meh evidence lift up mine eyes from whence cometh help you will never escape this judgement murderer blood is on your shoulder kill i today you cannot kill i tomorrow murder your insides must be hollow how does it feel to take a life i tell you all men are created equal but behind the trigger its a different sequel some ah murder people just to collect medals stop commit dirty acts for the high officials you could wash your head until you cant wash no more it is like an epidemic and you wont find a cure upper class you could be rich middle class whether you poor only the righteous wont feel insecure you ever think about your skull getting bored buck buck murderer blood is on your shoulder kill i today you cannot kill i tomorrow murder your insides must be hollow how does it feel to take a life drinking sulphur bitters wont bitter like your end only god can help you no family no friend dont let the curse be upon your childrens children abednigo shadreck meshek daniel in the den jonah in the whales belly but him never condemned job with the leprosy and he still reached heaven he will do for you everything he has done for them murderer blood is on your shoulder kill i today you cannot kill i tomorrow murder your insides must be hollow how does it feel to take a life you can hide from man but not your conscience unnu nyam the bread of sorrow drink the wine of violence allowed yourself to be conquered by the serpent why you disobey the first commandment walk through the valley i fear no pestilence god is my witness and him ah meh evidence lift up mine eyes from whence cometh help you will never escape this judgement murderer blood is on your shoulder kill i today you cannot kill i tomorrow murder your insides must be hollow how does it feel to take a life i tell you all men are created equal but behind the trigger its a different sequel some ah murder people just to collect medals stop commit dirty acts for the high officials you could wash your head until you cant wash no more it is like an epidemic and you wont find a cure upper class you could be rich middle class whether you poor,Angry
,,
African Postman,son who is that knocking out there its an african postman daddy african postman yes a me brother woooo a me brother this african post man bring i and i and i a telegram african postman african postman african postman telegram say sons and daughters of his imperial majesty haile selassie earth rightful ruler without any apology say this is the time when i and i and i and should come home yes jah come hold the fort come hold the fort nay leggo nay leggo heng on heng on heng on heng on heng on come hold the fort we a hold the fort we a hold the fort give thanks to this african postman african postman african postman the telegram was so interesting and essential and important to i and i as african bless and keep this postman guidance be with this postman providence this african postman a ia ia ia ia i brother african brother to a brother is a brother african postman african postman african postman who bring ia ia ia i a telegram saying that sons and daughters of his imperial majesty haile selassie earth rightful ruler without any apology saying this the time when i and i and i should come yes jah come on hold the fort we a hold the fort i and i yound come hold the fort nay leggo heng on nay leggo heng on nay leggo heng on nay leggo we a hold the fort come hold the fort we a hold the fort son yes daddy who is that calling outside its a postman daddy what kind of a man is he saying that sons and daughters of his im of his imperial majesty haile sel assie earth rightful ruler without any apology say this is the time when ia ia ia should come home yes jah come hold the fort nay leggo heng on nay leggo,Sad
,,
Strangers,where are you going i dont mind ive killed my world and ive killed my time so where do i go what do i see i see many people coming after me so where are you going to i dont mind if i live too long im afraid ill die so i will follow you wherever you go if your offered hand is still open to me strangers on this road we are on we are not two we are one so youve been where ive just come from the land that brings losers on so we will share this road we walk and mind our mouths and beware our talk till peace we find tell you what ill do all the things that i own i will share with you and if i feel tomorrow like i feel today well take what we want and give the rest away strangers on this road we are on we are not two we are one holy man and holy priest this love of life makes me weak at my knees and when we get there make your play cos soon i feel youre gonna carry us away in a promised lie you made us believe for many men there is so much grief and my mind is proud but it aches with rage and if i live too long im afraid ill die strangers on this road we are on we are not two we are one strangers on this road we are on we are not two we are one,Sad
,,
