,title,lyrics,label
591,Lola,old drink like dance name dark voice said lo lo lo lo well im broke oh lo lo lo lo lo lo well im dumb cant understand like woman like man oh lo lo lo lo lo lo lo lo well night said little boy wont come home well im looked eyes almost fell lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo away door fell floor got knees looked well thats way want stay always want way lo lo lo girls boys boys girls world lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo well id left home id never ever woman took hand said little boy gonna make man well im man know im im man lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo lo,Tenderness
592,Porch,fuck world running didnt leave could voice one last time could time would hit would hit oh oh go aint gonna anymore im home aint place left left oh oh hear name take good look could day hold hand walk need say oh hear name take good look could day hold hand lie need say could take oh one day know would ever touch hold feel arms never yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah,Tension
593,Rock with You,yeah wanna rock love love wanna rock tell ya friends love love wanna yeah lets talk friend find whats mind away weve much long enough time get gotta carry carry lets carry carry like love must grow must flow weve much long enough time rise gotta carry carry gotta carry carry gotta carry carry lets carry carry love love enough time rise,Tenderness
594,High Hopes,place young world thoughts without along long road still meet cut running time took dreams away small trying us ground life slow light friends wonder looking behind us green side back world forever theres still eyes still though road weve many times light taste wonder friends water river ever ever great,Sadness
595,Far Away,time place long late make wait one chance one breath case theres one left cause know know know love loved along miss far away far long keep youll youll never go stop dont see anymore knees ill ask last chance one last dance cause id hell hold hand id give id give us give anything wont give cause know know know love loved along miss far away far long keep youll youll never go stop dont see anymore far away far away far away far long far away far away far away far long know know know wanted wanted stay cause need hear say love love loved along away far long keep cause im anymore believe hold never let go keep cause im anymore believe hold never let go keep hold never let go keep hold never let go,Tenderness
596,Vision Thing,room next door need im looking two thousand four aint seen small world id buy another wasnt money take back another motherfucker long black car shit lights blue thing come small world bad id buy another back another motherfucker need make world come alive take make us sing waiting next one one million light one dollar thing another black hole little mad one sense like well dont mind mind king bring home small world bad id buy another back another motherfucker thing thing la la la need make world come alive need make us sing waiting next one one million light one dollar thing la la la,Tension
597,Harambe,lights green gold rasta control try keep us us around earth away matter matter say jah jah children go say one say check next time thats way together matter matter say jah jah children go say one say change jah jah children skin say blood water love take us dont feel way cause jah jah say matter matter say jah jah children go say one say way way dont feel way jah jah say say,Sadness
598,Mr. Nine,hold corner save life see old man come like eyes hear mr say mr nah live right make youth lose life mr say mr nah right make youth lose life control whole one run way gone carry true pon rise make say put like nuh cause still talk bout cut inna justice still man weh drive things dem come let us live free follow hear dem say mr say mr nah live right make youth lose life go mr nah live right make youth lose life hear dem give bad boy days talk two dem fi carry dem push pon weh kick say sorry start keep yah know shot fire go mr nah live right make youth lose life every man want gun like life dem think shell make dem listen open eyes dem say mr nah live right make youth lose life go mr nah live right make youth lose life hey hear control whole one run way gone carry true make say put whole like nuh cause still talk bout cut inna justice still man weh drive really things dem,Tension
599,Don’t Be Cruel,know found sitting home alone cant come around please dont heart thats true baby made mad something might said please lets forget past looks bright dont heart thats true dont want love baby im thinking dont stop thinking dont make feel way come love know want say dont heart thats true apart really love baby heart lets walk let us say youll know youll ill know ill dont heart thats true dont want love baby im thinking dont heart thats true dont heart thats true dont want love baby im thinking,Sadness
600,Itzsoweezee (HOT),great la sense peace check money makes man makes world go round love listen dont know gotta change goin fell love got caught yo like guess aint nothing rock name guess love aint game well well im big yo get see dont care yall niggas aint never knew niggas im clean like yo get running im man got child get green right right gettin hot gettin hot west house heres lead yall niggas pray hot god play bitches like like last time happy days think big get big go play ill like baby wont mine youll never see mine keep eyes cant touch style crazy cant try like like whoa thats put deep yall peace,Sadness
601,Torn,peace tell love lies tell control peace dead soul poor yes im one one would carry far im born gave control save peace dead soul poor yes im one one would carry far peace head love head lies lies lies lies head peace dead soul poor yes im one one would carry far peace dead soul poor yes im one one would carry far,Sadness
602,The Way You Love Me,could one wish id wish could see way kiss ooh love baby youre crazy ooh love way laugh love way love smile touch theres nowhere else id rather wild ooh feel way feel arms around fall wish could see way love love whoa whoa whoa way love right youre ill find way show know ooh love way laugh love way love smile touch theres nowhere else id rather wild ooh feel way feel arms around fall wish could see way love love whoa whoa whoa way love youre million theres love eyes ooh love way laugh love way love smile touch theres nowhere else id rather wild ooh feel way feel arms around fall wish could see way love love whoa whoa whoa way love love whoa whoa whoa way love love whoa whoa whoa way love oh way love ooh love way love way love ooh love way love oh yeah ooh love way love whoa whoa whoa,Tenderness
603,Your Love Alone Is Not Enough,love alone enough enough enough times get oh get get get theyre always ones love love love love alone enough enough enough felt said said said said sky would fall fall fall pain eyes blue blue baby blue love alone wont save world knew made left lonely left sun straight heart heart heart fell apart fell apart fell apart wont make mess mess mess youre blind man man man could seen miles miles could made feel alive could us could cry love alone enough love alone enough la la la la la la la la could show cry love alone enough love alone,Sadness
604,Sympathy for the Devil,please im man taste ive around long long many soul faith round jesus moment pain made damn sure hands meet hope guess name whats game stuck around saw time change meet hope guess name whats game ten made let please im man taste get reach meet hope guess name whats game oh yeah get meet hope guess name oh yeah whats game every cop call cause im need meet taste use ill lay soul meet hope name whats game,Sadness
605,Oh Bumbo Klaat,oh oh oh oh said came upon land teach man one thing cant dont love brother man oh oh oh oh sometimes sit look around listen sound check theres much lies thats reason children cry long need change got theres road got throw oh oh oh oh one night could make one sound jah told son use word im free oh oh oh oh,Sadness
606,Close One Yesterday,one day get go done know water little inna nah fi trouble man oh oh said close one yesterday jah put angel strong hold one day things must get better dont go keep head water say one day things must get better strong say hold one day things must get better dont go keep head water one day things must get better rich fool poor man rich said forever none ways eyes jah must man without cause done let said close one yesterday jah put angel strong say hold one day things must get better dont go keep head water one day things must get better strong say hold one day things must get better dont go keep head water say one day things must get better says getting better people still oh jah oh jah knows feel woah woah woah woah day night cry cry cry jah knows feel help soul like said close one yesterday jah put angel strong say hold one day things must get better dont go keep head water one day things must get better strong hold one day things must get better dont go keep head water say one day things must get better rich poor poor man rich said forever none ways eyes jah must one without cause done let said close one yesterday jah put angel said close one yesterday jah jah put angel say strong oh oh hold one day things must get better dont go keep head water one day things must get better strong hold one day things must get better dont go keep head water one day things must get better,Tension
607,Temple of Love,fire gun shot pain hand run temple love run another still wind blow name across land temple love hide together pain fear outside someone near tears rain eyes temple love shine like temple love cry like rain temple love hear calling temple love hear name black dress angel away life love always morning black wind come carry far away night gun shot pain inside run temple love run another wind blow throw fire gun shot pain run temple love shine like cry like rain temple love old strong wind blows cold long temple love fall us black wind name black sky water crying save faith dreams must seem nothing wave stone air temple love shine like temple love cry like rain temple love hear calling temple love falling temple love shine like temple love cry like rain temple love hear calling temple love hear name black sky water crying save faith dreams must seem nothing wave stone air cant trust black dress angel away life love always morning black wind come carry far away fire gun shot pain run temple love shine like cry like rain temple love old strong wind blows cold long temple love fall us black wind name temple love hide together pain fear outside someone near tears rain eyes temple love shine like temple love cry like rain temple love hear calling temple love falling,Sadness
608,War in the Mind (Freedom Time),everybody knows everybody knows theyve everybody knows inside freedom said freedom time freedom said freedom time time get free give freedom said freedom time yo theres war mind us world lies like water find head first without bottom whats got em truth comes cant hear youve fear past head people word everything used lord block good would eat still true get best til nothing left death water heart words theres whole road could picture heart black show war makin love great mother needs theres bomb whats goin whats check land hands stand everything else let understand everything else let understand freedom said freedom time freedom said freedom time freedom freedom time said freedom time everybody knows theyve everybody knows theyve inside everybody knows yes get free youre freedom said freedom time freedom said freedom time freedom freedom time,Tension
609,Ful Stop,really everything really everything could take back good youre full stop truth mess truth mess truth mess truth mess truth mess truth mess truth mess truth mess truth mess good times truth mess truth mess good times truth mess truth mess good times truth mess truth mess good times truth mess truth mess good times truth mess truth mess good times truth mess truth mess good times truth mess truth mess good times take back take back take back take back really really really really time really really really really time really really really really time,Sadness
610,Bullets,walking around hear earth im trying find reason live oh side oh side know something free something alive think shoot want think shoot want think shoot want feel around come head hide behind live thats dead look look look look look shoot head head head im lies laugh life inside someone mind look look look look look shoot head head head hey want whats real something touch feel ill hold close never let go said live life hate inside ill give away dont want please help find place somewhere far away yes ill go youll never see look look look shoot head head head look look look shoot head head head look look,Sadness
611,"Cry, Cry, Cry",everybody knows go sun goes think live see lights town time would try try try cause lights lost youll cry cry cry soon gone youll wake cold day find youre alone youll call im gonna tell turn around walk away youll cry cry cry youre gonna cry cry cry youll cry alone youre left youre gonna cry cry cry lie night wait til come stay little youre gone every ask get lie lie lie every lie tell youre gonna cry cry cry love gets old one care youll come back little love thats true ill tell youll ask youll cry cry cry youre gonna cry cry cry youll want hurt think fool youve youre gonna cry cry cry,Sadness
612,Right Time,natty dread never run away natty dread never run away say oh yeah man go find back wall ooh yeah go right time comes lord go fe right time come yeah go fe right time come lord go fe murder man come go run till dem come go go yeah yeah natty dread never run away natty dread never run away ya hold dem ya hold dem go yeah yeah natty dread never run away natty dread never run away ya oh oh yeah ya right time come yeah go fe right time come go fe right time come oh yeah go fe murder man come oh go run till dem come yeah go go yeah oh yeah yeah natty dread never run away natty dread never run away oh,Sadness
613,Freight Train,came hundred thinking girl id lost seen time thought might go came door wish train baby wish id come door wish train baby wish didnt heart need get started wish train baby wish train baby wish train well every time talk hear feel like ive left old side every time hear voice water gets cold wish train baby wish id come door wish train baby wish didnt heart need get started wish train baby wish train baby wish train well every time fell behind could get wish someone would pull give little every time behind even back wish man would come change wish train baby wish id come door wish train baby wish didnt heart need get started wish train baby wish train baby wish train,Sadness
614,All Good?,oooh oooh oooh oooh aint good thats truth aint goin like think aint good thats truth aint goin like think dont care think see things want know look god knows done cant change feel cause woah oh yeah wish could little bit want right loving four word thought youre sitting baby like youre made man face like see ima tell quick aint good thats truth aint goin like think aint good thats truth cant believe together yeah wanted sometimes gave like red sea tried bring life wanted couldnt see left dead sea better im hot back never gone niggas cut us wanna us girls us say want yeah give ass number catch kick show loving stick plan dont come hand like aint beef sure understand us aint aint good thats truth aint goin like think aint good thats truth aint goin like think see kids done always moment get us block always people might back need watch front aint nothing thats truth things aint goin like think lot say wanna walk alright heres em might feel see aint young boys keep clear head trying keep like upon wall get yall dont mind walk away cause im never gonna let inside dont care think see things want know look god knows done cant change feel cause woah oh yeah aint good thats truth aint goin like think aint good thats truth aint goin like think,Sadness
615,A Well Respected Man,cause gets morning goes work comes back home gets train every time cause world round never hes oh good hes oh fine hes oh body mind hes well man town best things mother goes father looks well every young man cause hes oh good hes oh fine hes oh body mind hes well man town best things likes likes best cause hes better rest sweat best loot cause hes oh good hes oh fine hes oh body mind hes well man town best things goes girl next door cause hes get mother knows best cause hes oh good hes oh fine hes oh body mind hes well man town best things,Sadness
616,Utterance,joy hear rasta long long use say going around taking little children away time hand know saying wrong rasta let know joy hear rasta drink life god make hold rasta air used live fear joy hear rasta way right man yet jah jah wrong say say going shot shit go joy hear rasta,Sadness
617,An American Trilogy,oh wish land old times look away look away look away oh wish away away take stand live die thats born lord one morning look away look away look away truth marching little baby dont cry know die lord soon truth marching truth marching,Sadness
618,Karma Police,police man like hes like police girl making feel ill party youll get youll get youll get mess us police ive enough ive still youll get youll get youll get mess us minute lost lost minute lost lost minute lost lost minute lost lost,Sadness
619,What Do You Say?,say say say dont love fire gonna burn family say dont love fire gonna burn family could love man heaven earth man bigger say dont love fire gonna burn family say dont king king name lord sorry cant hes cant get cause hes cant get hes sea jah without say dont love fire gonna burn family say dont love fire gonna burn family light world king zion power shall hands fire shall jah say dont love fire gonna burn family say dont king king name lord sorry cant hes cant get cause hes cant get hes sea jah without say dont love fire gonna burn family say dont love fire gonna burn family,Tension
620,Figured You Out,like around feet like thats knees like way still say please youre looking youre like damn love go love people know love way cant say many long love know wasnt hard wonder know wasnt hard wonder like like way like best like way youre put like white dress love way pass check love good times wreck love youre love hands around neck know wasnt hard wonder know wasnt hard wonder never tried gone good like around feet like thats knees like way still say please youre looking youre like damn hate go hate people know hate way cant say many long hate know wasnt hard wonder know wasnt hard wonder never tried gone good,Tenderness
621,We’re Not Gonna Take It,welcome guess know name want follow youve got play put put eye know put hey getting sorry got hey mother bust hey old mr dont try trust cause aint gonna follow ways think must going take going take going take going take going take never never going take going break going shake lets forget better still cant hear cant speak mouth cant see nothing comes going take going take going take going take going take never never dont want far tell aint gonna take never never gonna lets forget better still going lets forget better still see feel touch see feel touch see feel touch see feel touch get music get get feet right behind see see get get story,Sadness
622,Can’t Get Out of Bed,dont let stand cold dont let fall hole someone know dont let cold dont let fall hole someone know cant get bed youre straight mess cant get bed youre keep get together everything wanted wanted wanted dont let stand cold dont let fall hole someone know dont let cold dont let fall hole someone know wont get phone youre holding feeling wont get floor know going nowhere youre nothing wanted wanted wanted cant come youre clothes cant get bed nothing ones coming nothing wanted wanted wanted wanted wanted,Tenderness
623,Just Breathe,yes understand every life must end sit alone know must go oh im man hands ones love one yeah theyve got none stay lets never gonna let win everything another yeah dont wanna hurt theres much world make stay youre see say need say want oh didnt im fool see one knows come clean wonder look upon face everything gave nothing would take oh nothing would take everything gave say need oh say want oh didnt im fool see one knows come clean ah nothing would take everything gave hold til die meet side,Sadness
624,Touch Me,yeah come come come come touch babe cant see promise made wont tell said promise made im going love till stop rain im going love till stars fall sky come come come come touch babe cant see promise made wont tell said promise made im going love till stop rain im going love till stars fall sky im going love till stop rain im going love till stars fall sky,Tenderness
625,The Greatest,little boy says put goes comes way around still hear sound ground little boy doesnt say word says ever goes comes way around still hear sound ground makes fear eyes little boy says game line one last time goes bright might still still thats three mama little boy home says even didnt know could like says even didnt know could good,Sadness
626,Fascination Street,oh time street lets cut get bit feel im kick last yeah like like like open mouth cant goes care comes pull hair pull lets move beat like know going pull face pull feet lets hit time street pull hair pull cut open mouth pull face pull feet lets hit time street street street street street,Sadness
627,That’s My Kind of Night,got real good feel good big black rollin pretty girl side got sun waiting look way little hot self girl hand another yeah boys want wine take look like kind likes take way grow river catch us little going sound like lay love right yeah thats kind night might sit put country right little little might make rain hang hit us little know know like yeah boys want wine take look like kind likes take way grow river catch us little going sound like lay love right yeah thats kind night yeah thats kind night kind kind night dance dark lips land mine oh oh oh oh oh gonna get love oh oh oh oh oh time get boys want wine take look like kind likes take way grow river catch us little going sound like lay love right yeah thats kind night yeah thats kind night thats kind night yeah thats kind night come,Tenderness
628,Buffalo Soldier,rasta heart fighting fighting mean makes lot sense rasta fighting fighting said rasta heart know would know youre coming wouldnt ask think im heart said fighting fighting said win war said land said want want hand land said war rasta fighting fighting heart said arms fighting fighting rasta,Tension
629,Time Will Tell,jah would never give power head run come dread time alone oh time tell think heaven living hell think heaven living hell think heaven living hell time alone oh time tell think heaven living hell back brothers ones freedom round world man ground man took man oh children oh saw freedom saw oh children,Tension
630,Fake Plastic Trees,green earth man town full get lives broken man man used girls always looks like real thing like real thing love cant help feeling could blow turn run could wanted could wanted time time,Sadness
631,Ten Crack Commandments,ten crack nigga cant tell nothing cant tell nothing crack niggas niggas corner aint forget niggas niggas ive game years made theres shit get game back never let one know much hold cause know man fucked get yo ass stuck number never let em know next move dont know bad boys move take done mad number never trust nobody set ass shit fast light ass number know heard never get high number never sell crack rest dont care want tell em number forget think back shit forget keep family money blood dont like two bitch find shit number never keep hold number number aint gettin stay fuck police niggas think aint tryna listen kitchen waiting start number strong word called live men aint got say hell cause gon want money rain follow youll mad break years wake hit temple watch shake girl fucked man heard three whole half heard good dick gotta go gotta go word crack king,Tension
632,Somethin’ Bad,stand bar feet start got real good feeling somethin bad happen church got back couldnt make got real good feeling somethin bad happen girl pretty white dress next said im bar money got real good feeling somethin bad happen stand bar feet start got real good feeling somethin bad happen keep coming throw head back wake morning dont know whoa somethin bad whoa somethin bad girl street rollin road new got full money got real good feeling somethin bad happen bout new like catch theyre gonna call got real good feelin somethin bad happen stand bar feet start got real good feeling somethin bad happen keep coming throw head back wake morning dont know whoa somethin bad whoa somethin bad stand bar feet start got real good feeling somethin bad happen keep coming throw head back wake morning dont know yeah yeah yeah whoa somethin bad whoa somethin bad,Sadness
633,I Got You Babe,say young dont know wont find grow well dont know baby thats true cause youve got baby ive got babe ive got babe ive got babe say love wont pay always guess thats dont lot im sure weve things weve got babe ive got babe ive got babe got got wear ring im sad youre around get scared youre always around let say long dont care cant go wrong put little hand mine aint hill cant babe ive got babe ive got babe got hold hand got understand got walk got talk got kiss got hold got wont let go got love got babe,Tenderness
634,Gangsters Paradise (New Version),walk death take look life theres left cause ive long even mama mind gone aint never man didnt like know thats better watch talkin homies might really hate trip gotta see smoke fool im g little homies wanna like knees night sayin street light weve lives living paradise weve lives living paradise keep lives living paradise keep lives living paradise look got cant live life gotta hood much got dreams im fool money mind got ten hand eye im homies dont fool death aint away im livin life say im live see way things goin dont know tell blind see ones hurt weve lives living paradise weve lives living paradise keep lives living paradise keep lives living paradise power money money power minute minute runnin half aint lookin goin kitchen dont know whats say got learn teach cant understand reach guess cant guess wont guess front thats know life fool weve lives living paradise weve lives living paradise keep lives living paradise keep lives living paradise tell blind see ones hurt tell blind see ones hurt weve lives living paradise weve lives living paradise keep lives living paradise keep lives living paradise keep lives living paradise keep lives living paradise,Sadness
635,Power Trip,got night im love songs got night love songs got night love songs got night love songs got night yeah im love songs got night yeah love songs got night yeah love songs got open night got open night hey okay back mama even back money nigga made may thing ya even song dreams ya cause dreams ya thoughts ring ya shit know child shit know shit nigga took power trip back home im huh used get life got cause im bitch im old crying cause know lost im still im still drink feel im sayin would believe said im love baby want want would believe said im love baby want ya got night im love songs got night got got well got ever ever get fuck bust ever love like ever fuck im one feel power trip got want nigga man homies gon nigga like give ass stupid get im city im youre home went found man im youre alone cant help feeling like used pop day kick game like got nigga please play homie pull together fuck one time forever would believe said im love baby want want would believe said im love baby want ya yeah got night im love songs got night got got got night night im love songs got night night love songs got night night love songs got night night love songs got night yeah im love songs got night yeah love songs got night yeah love songs got open night got open night hey back mama bar,Tenderness
636,Family Time,hearts smile feet dance song family time family time family time really good know still got thing get together much fun happy got run hearts smile feet dance song family time family time family time world gets hard see family means im happy found time share whats hearts smile feet dance song family time family time family time get together thats get along get world sing peace song everyone see family everyone see time free hearts smile feet dance song family time family time family time yeah yeah yeah really good know still got thing get together much fun happy got run hearts smile feet dance song family time family time family time hearts smile feet dance song family time family time family time family time family time family time family time yeah family time yeah family time yeah,Tenderness
637,Wild One,said change clothes said wont said hair said kids dont dreams went smoke said cant leave said yes said dont see said name bill shes roll shes wild one face shes three years old said anything wanna shes wild one running free loves rock roll said theyre old think shes young shes wild one face shes three years old said anything wanna shes wild one running free dreams night tell life hard says thats alright yeah shes wild one face shes three years old said anything wanna shes wild one face shes three years old said anything wanna shes wild one running free,Tension
638,Alright,life fight nigga life hard times like yah bad like yah im fucked homie fucked god got us gon alright nigga gon alright nigga gon alright gon alright hear feel gon alright nigga gon alright huh gon alright nigga gon alright hear feel gon alright uh wake youre looking pay cut looking face even boom let tell bout life put pretty pussy tell love like lord knows em tell em come get everything come heaven im uh tell world know late boys girls think gone inside day wont please believe say wouldnt know hurt nigga low lookin world like go nigga hate wanna kill us dead street nigga im door knees gettin gun might blow gon alright nigga gon alright nigga gon alright gon alright hear feel gon alright nigga gon alright huh gon alright nigga gon alright hear feel gon alright want house car anything see name im dog motherfucker live see tell know dont think every thinking put aint big enough every day get another dollar keep ah dont talk every day got know got heaven reach dog thats back yall rap black rest til im right god wouldnt know hurt nigga low lookin world like go nigga hate wanna kill us dead street nigga im door knees gettin gun might blow gon alright nigga gon alright nigga gon alright gon alright hear feel gon alright nigga gon alright huh gon alright nigga gon alright hear feel gon alright keep head high heart hope die lot im alright youre dark sometimes power full turned deep found room didnt wanna around went runnin,Tension
639,I Know It’s Over,oh mother feel falling head bed oh well enough said know still dont know else go oh mother feel falling head see sea wants take wants think help sad please happy give room loud though needs loves know still dont know else go know never really heart real even said youre tonight youre tonight youre tonight youre sleep alone tonight know cause tonight like night thats youre tonight theyre arms easy laugh easy hate takes kind easy laugh easy hate takes kind love real love tonight love love real love oh mother feel falling head oh mother feel falling head oh mother feel falling head oh mother feel falling head oh mother feel falling head oh mother feel falling head oh mother feel falling head oh mother feel falling head,Sadness
640,Handsworth Revolution,say people know one hand say lets hands make way children children children children children children get share doesnt justice stand doesnt justice stand doesnt justice stand find us us us us us place oh oh means us black people means us black people jah jah long long way coming send across across got come open falling falling shall stand like jah rock fighting back takes yeah yeah dread town dread town dread town dread town dread town dread town dread cause many things know got know whats going dont want cause still poor hard brothers one black world cant power jah get ever never yeah yeah yeah yeah yeah yeah,Tension
641,Wicked Dickie,girls want fi make jump dont stop hear dem want lord ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh never wanna fall love never wanna fall love never wanna care much never knew id love touch youre things yes take first nice life come follow yeah girls bad get well act mad girls bad get well act watch get get burn bad bad bad look sweet dark nice ah nah run come man like ah gal man end body ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh never wanna fall love never wanna fall love never wanna care much never knew id love touch got oh youre youve got youre man youve understand took time find oh girls bad get well act mad girls bad get well act watch women dont want ah mek mi back mi ah fi run mi body like mi teach like girls bad get well act mad girls bad say get well act mad west gal best whos best friend dick best friend mek keep ah mek jump dance yuh well ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh,Tenderness
642,Song Cry,picture picture like love song like love song baby cant see em comin eyes gotta make song cry cant see em comin eyes gotta make song cry good know love like even though nigga gotta move like move together block since free together four used use face bad first change never loved cause still left end since back somewhere small town somewhere four change understand want though cant let know wont let show thats one grow deep inside nigga sick cant see em comin eyes got make song cry cant see em comin eyes got let song cry cant see comin eyes got make song cry cant see comin eyes got make song cry bitch shit gun hand sayin let see pull quick nigga bad get happy poor got rich thats got got rather mine dont know made leave shit made quick let see thats bitches get quick used cut sayin love used tell friends wouldnt touch got dont remember dont remember cant see comin eyes got make song cry cant see comin eyes got make song cry yeah ive seen em comin eyes got make song cry cant see comin eyes got make song cry face stone end phone word back home friend oh away without gettin thats many times know sick know way nigga livin dont get nigga back like shit im man dont shit like dont pick leave leave sick like dont throw away like fuckin girls gon get right back say cant turn bad girl good good girls gone bad shes gone forever ill forever shit ive got live wrong forever cant see em comin eyes got make song cry cant see em comin eyes got let song cry know ive seen em comin eyes got make song cry cant see em comin eyes got make song cry,Sadness
643,Lady,lady im love made love theres many ways want say love let hold arms forever gone made fool im lost love oh together wont believe song lady many years thought id never find come life made whole forever let wake see every morning let hear eyes see one else theres love like love yes oh yes ill always want near ive long lady loves love need want cause love theres something want know youre love life youre lady,Tenderness
644,Oooh,party people dreams get ass lets get ill thats right yall comes city yo dont mine much time straight talk catch line walk never goes yo five black like ill rock rock like little inside three child woman man god god lay streets wall wall go oooh oooh oooh oooh yo got like went oooh oooh oooh oooh aint ass got though see im like better yet yall dont think try gettin high since man talk game like past life thats love fast ass voice im put hold cause dont youll see come run little miss bigger lips ass kiss forever thats loved real got niggas streets ass shine get oooh oooh oooh oooh yo fat gettin fuck tonight go oooh oooh oooh oooh yo put hands ground youre sound go oooh oooh oooh oooh yo broke niggas corner go oooh oooh oooh oooh yo swear gonna get done wrong buy land bust work hard like set gonna get ass beat top dollar big make big keep alive back second half dick fuck rap name makin since dollar play broke niggas reach much dont make enough went god god damn damn god youre half rap talk like hurt yo night got took takin man know get play need get else mind let free yo wall street niggas ya go oooh oooh oooh oooh women throw hands man go oooh oooh oooh oooh yo never shot city go oooh oooh oooh oooh yo gotta catch back smoke oooh oooh oooh oooh,Sadness
645,I Saw the Light,life wouldnt let jesus came like night lord saw light saw light saw light night im happy lord saw light like blind man along like blind man god gave back lord saw light saw light saw light night im happy lord saw light fool straight way wrong right lord saw light saw light saw light night im happy lord saw light,Sadness
646,Blown Away,dry across eyes daddy mean old mama angel ground called blow theres enough rain house theres enough wind past every til away every every every door away til theres nothing left standing nothing left yesterday every away away heard daddy wind people called taking called sweet every til away every every every door away til theres nothing left standing nothing left yesterday every away away theres enough rain house theres enough wind past every til away every every every door away til theres nothing left standing nothing left yesterday every away away away away away away,Sadness
647,The Fightin’ Side Of Me,hear people talking bad way live country fight bout way things dont mind standing things believe theyre running country man theyre walking fighting side theyre walking fighting side running way life fighting men keep dont love leave let song im singing youre running country youre walking fighting side dont believe fighting wonder long rest us free love honey way living theyre running country man theyre walking fighting side theyre walking fighting side running way life fighting men keep dont love leave let song im singing youre running country man youre walking fighting side youre walking fighting side running way life fighting men keep dont love leave let song im singing youre running country youre walking fighting side,Tension
648,Wanna be Loved,world love could must somewhere need bomb wanna loved think want could love real love wanna give heart dont want take back long long time love heart mine stop time woman really hard find im lady im looking woman someone always near hold show care front dont love morning wanna loved think want could love real love wanna give heart dont want take back well every ho stick happen must somewhere could caught love im like waiting honey aint say im love woman lead life cant tell thing im oh lonely inside sing wanna loved think want could love real love wanna give heart dont want take back would home means id rather alone tell man cut theres light day id rather stay someone ill wait know ill okay heart every day live pray know shell come way night day woman pray wanna loved think want could love real love wanna give heart dont want take back,Tenderness
649,Medication,makes high im like trying find run makes high yeah way long way like town di way yuh inna love mary youre girl cant im feel high rise rain people like bitch leave lonely feeling pain cause like body love might get always keep know always makes high im like trying find run makes high hey green blue little kids old women say say look dem fight fi years fi love whole man years dem fight fi years whole dem buy across youre whoa makes high im like trying find run makes high hey ask feel bit black grow stick never real slow baby shes real love shes shes everything want need makes high im like trying find run makes high hey,Tenderness
650,You’re the Reason Our Kids Are Ugly,youre reason im round youre reason im clothes outside youre reason kids little ah looks aint everything money aint everything love youre reason pop youre reason never get go youre reason kids little oh looks aint everything money aint everything love guess wont ever everything need cause get got another mouth thats reason good looks gone thats reason aint got hair youre reason kids little ah looks aint everything money aint everything love dont gon put clean look wish youd take hair go put little bit make get ha well let tell somethin everything went today look like star yeah thank kids took part family oh huh ones thats well guess might say took,Tenderness
651,Swan Song,night day lost lonely find feel thing thats real dont sing song baby theres life left dog yet aint til fat lady aint til away see night feel inside might say time love kiss always turn sweet dont sing song baby theres still left aint til fat lady aint til away youre youre beautiful give hands,Sadness
652,Don’t Stop Dancing,times life cant see light sometimes isnt enough make seem right life ive everything im knees know must go hurt must strong inside know many feel way children dont stop believe fly away away times know see hey god know im world life ive everything im knees know must go hurt must strong inside know many feel way children dont stop believe fly away away forget pain forget forget pain forget know must go hurt must strong inside know many feel way children dont stop believe fly away away children dont stop believe fly away away children dont stop believe fly away away,Sadness
653,Sky’s The Limit,baby look mama love know aint little boy youll always baby seems like yesterday holding arms look big worry worry time corner times night people baby aint nothin trouble always could dream well want hold dream baby hold real cause good everybody tonight id like welcome like young man came came went like everybody house give round big big give yall uh nigga never broke like young two one niggas im want see inside see comes oh thats nigga face stay place play come go nigga friends hoes comes might next look man eye big man never try mean niggas blue white pass sky know keep keep sky know want want sky know keep keep sky know want want want want enough heart long got even wrong got across make world go round im fucking bitches aint start crack gun make pass nigga cant see like getting aint case keep shell clear thing name niggas god us help us sky know keep keep sky know want want sky know keep keep sky know want want want want aint school ten burn block apart break use use quick like dick corner say game hope makes better man take better stand put money hand get plan dont need man stay far make hearts live motherfuckers see top sky know keep keep sky know want want sky know keep keep sky know want want want want sky know keep keep sky know want want sky know keep keep sky know want want sky know keep,Tenderness
654,Strength of a Woman,uh uh ya uh yeah one goes women strong women uh world made wonder god woman life day give woman shes wind oh woman smile style shell like child thats woman chorus shell put smile upon face take place dont woman woman morning got woman picture would life would aint much good without woman pain oh woman shes got hard woman chorus shell put smile upon face take place dont woman woman lips thats sweet words angel meet god ground feet take high cry look eyes youll see woman woman chorus shell put smile upon face take place dont woman woman,Tenderness
