,title,lyrics,label
1619,Ya Lil' Crumbsnatchers (LP Version),del made a pact to be well natural back from the wishing well to sell actual funk from the fungus grown in the trench its getting kinda heavy so i gotta pinch an inch and its a snitch to let my hair grow like a plant eliminate the fat gold chains and the diaper pants trade em for a pair girbauds never make friends with the fraudulent foes yes i suppose that im fat from the supper skinny from the many that try to eat plenty now i got to flip on a copper like a penny vise uh versa quench your thirst with a swig of grapefruit juice straight from the thermos hock your jewels and you can drop your tools and make a move that can turn us in the right direction show your affection as i correct men who try to pull the wool over the third eye comin fly with mr greenjeans its a bird eye view of the meadow as i greet the many people that i meet with a hello how do you do my compadre what up kwame back to the meadow so i can show im a smooth black brother that is gifted and if you try to lift this yes i got a witness nicknamed the emperor this wasnt meant for ya ya little crumbsnatcher,Happy
1620,I'm Over You (Album Version),you said the sun wouldnt shine today well baby you were wrong i put on my purple scarf im going out to play and im sorry that you cant come along you had your chance to be with me then you did what you did and i threw your stuff out in the street and ice cream tastes just a little better water on my tongue feels a little wetter and i think ill be a fancy jet setter to bad we cant be together to enjoy this beautiful weather id rather be laughin alone than cryin at home over you im over you yeah i know your plan youre gonna see me out and kiss me you say you missed me back and its gonna be a little awkward for you cause i wont kiss you back you had your chance to be with me but you acted like a jerk now im loving being free and ice cream tastes just a little better water on my tongue feels a little wetter and i think ill be a fancy jet setter to bad we cant be together to enjoy this beautiful weather id rather be laughin alone than cryin at home over you im over you yeah maybe this song wont make it outta my living room but maybe someday youll log onto youtube and see the video im making right now for you im over you im over you im over you yeah im over you yeah i heard you still love me,Happy
1621,Pocket Full Of Stars,put me in a rocketship and send me straight to mars ill bring you back a pocket full of stars shoot me thru the ozone layer somewhere off the charts the world is theirs but the rest of it is ours dream with me the trip is always free take my hand and leave this world for awhile hop aboard my astral plane it should be quite a ride well buzz the eiffel tower and the english countryside into the sun ill dip my wing and fly back four hundred years to give to you a sonnet penned by shakespeare dream with me the trip is always free take my hand and leave this world for awhile,Happy
1622,No Regrets,all the things that ive regretted and all the places i was headed with you i wanna pursue even though youre not a gogetter you could show me we could do better youll see take a chance on me chorus but i know i know this feeling that i have inside of me in me my bellys burning and its turning dont you see im upset and yet no regrets if there ever was a time when i could go back and make it all fine with you i wanna pursue all the blood and tears ive sweated all the work we cant forget it youll see take a chance on me chorus all the things that ive regretted and all the places i was headed with you i wanna pursue no more standing around ive said it get off your ass and well go get it youll see take a chance on me chorus,Happy
1623,About Last Night (LP Version),morning came before i knew just what i had gotten into glanced around in the bright light i really couldnt care if it was wrong or right love can only break you heart but youre never gonna know unless you give it a start sometimes you gotta let yourself go 1 was it good for you about last night was it way too soon you didnt put up a fight was it good for you i wont ask again see about last night i want to do it again i know sometimes its worth the wait im not the type to hesitate no more feelings all night long i really couldnt care if i came on too strong experience just says it all you gotta make a move just as soon as you fall oh sometimes you gotta let yourself go repeat 1 x4 was it good for you was it good was it way to soon it never felt so right was it good for you see about last night was it good for you was it way too soon was it good for you see about last night,Happy
1624,Memorabilia,what do your nipples look like wherever i go i take a little piece of you i collect i reject photographs i took of you well towns i passed through so many faces so many places i have got to have a memory i have never been there i have never been there i have never had you i cant remember give me your reminder i cant remember give me your reminder i collect i reject memorabilia now girl only its flavor bow down here keychains and snowstorms the taste of your sweat the look in your eye i have been inside you i know what it feels like wet as it is the whiter the honey i collect i reject i collect i reject i collect i reject memorabilia goodies come in here all day give me your reminder i cant remember i collect i reject memorabilia,Happy
1625,Dance Hall Days,take your baby by the hand and make her do a high hand stand and take your baby by the heel and do the next thing that you feel we were so in phase in our dance hall days we were cool on craze when i you and everyone we knew could believe do and share in what was true i said dance hall days love take your baby by the hair and pull her close and there there there and take your baby by the ears and play upon her darkest fears we were so in phase in our dance hall days we were cool on craze when i you and everyone we knew could believe do and share in what was true i said dance hall days love dance hall days dance hall days love take your baby by the wrist and in her mouth an amethyst and in her eyes two sapphires blue and you need her and she needs you and you need her and she needs you and you need her and she needs you and you need her and she needs you and you need her and she needs you we were so in phase in our dance hall days we were cool on craze when i you and everyone we knew could believe do and share in what was true i said dance hall days love dance hall days love dance hall days dance hall days love dance hall days dance hall days love dance hall days dance hall days love,Happy
1626,Close To You,why do birds suddenly appear every time you are near just like me they long to be close to you why do stars fall down from the sky every time you walk by just like me they long to be close to you on the day that you were born the angels got together and decided to create a dream come true so they sprinkled moon dust in your hair of gold and starlight in your eyes of blue that is why all the girls in town follow you all around just like me they long to be close to you on the day that you were born the angels got together and decided to create a dream come true so they sprinkled moon dust in your hair of gold and starlight in your eyes of blue that is why all the girls in town follow you all around just like me they long to be close to you just like me they long to be close to you wah close to you wah close to you ha close to you la close to you,Happy
1627,Alpha Beta Parking Lot,standing in the alpha beta parking lot watching the sunset ill never forget watching all the reds and oranges slip away letting go of yet another dirty day breathing in the fumes from so many ideling cars right beneath the sign with the dusty yellow stars watching the sun go down watching the sun go down watching the sun the sun watching the sun go down standing in the alpha beta parking lot watching you leave me not quite believing standing in the alpha beta parking lot watching the sunset ill never forget breathing in the fumes from so many ideling cars right beneath the sign with the dusty yellow stars watching the sun go down watching the sun go down watching the sun the sun watching the sun go down guitar and trumpet break breathing in the fumes from so many ideling cars right beneath the sign with the dusty yellow stars watching the sun go down watching the sun go down watching the sun the sun watching the sun go down watching the sun the sun watching the sun go down watching the sun go down,Happy
1628,The Way It Is,doesnt matter who gets the best of who or who can hurt who the most no it never was meant for it to be that way never should be that way at all chorus the way it is the way that it goes happenin day after day yeah thats the way it is the way that it goes workin in the strangest ways even though we could never seem to work things out i still love you just the same i miss your smile and that sparkle in your eye youre so beautiful never change chorus the way it is the way that it goes happenin day after day yeah thats the way it is the way that it goes workin in the strangest ways bridge what it is and what it was what shall be shall be yeah sometimes it happens in the strangest ways sometimes its hard to believe yeah do you believe do you believe can you believe chorus the way it is the way that it goes workin in the strangest ways yeah now it really dont matter who gets the best of who it never did and never will it was never meant for it to be that way why must it be that way at all chorus the way it is the way that it goes happenin day after day yeah thats the way it is the way that it goes workin in the workin in the strangest ways thats the way it is thats the way it is thats the way it is thats the way that it goes yeah yeah thats the way it is thats the way that it goes thats the way it is thats the way that it goes see it happen day after day yeah yeah workin in the strangest ways can you believe do you believe can you believe do you believe thats the way it is thats the way it goes yes it do,Happy
1629,The Up,i cant stand to watch the six oclock news its enough to give an average sensitive person the blues cant get it up i dont know about commercial appeal but what you put in your head just cant help affect how you feel so lets keep it up prophets of doom try to capture you they get around like the asian flu but they cant get me because i go for the up im on the up side i look for the up that down just aint my style i go for the up im hooked on the up im on the upswing i got my sights set high i go for the up whats the point of standing out in the rain whats the sense of looking down it just gives your shoulders a pain cant get it up its a selffulfilling prophecy if you look for the worst then thats just what it turns out to be so keep looking up the fickle finger just may point your way it touches someone different every day but it cant touch me because i go for the up and everybodys yelling at me to get back in line and they say im crazy but still they have their sessions of deep depressions but it cant get me because i go for the up,Happy
1630,Missionary Man,well i was born an original sinner i was borne from original sin and if i had a dollar bill for all the things ive done thered be a mountain of money piled up to my chin my mother told me good my mother told me strong she said be true to yourself and you cant go wrong but theres just one thing that you must understand you can fool with your brother but dont mess with a missionary man dont mess with a missionary man dont mess with a missionary man dont mess with a missionary man oh the missionary man hes got god on his side hes got the saints and apostles backing up from behind black eyed looks from those bible books hes a man with a mission got a serious mind there was a woman in the jungle and a monkey on a tree the missionary man he was following me he said stop what youre doing get down upon your knees ive a message for you that you better believe well i was born an original sinner i was borne from original sin and if i had a dollar bill for all the things ive done thered be a mountain of money dont mess with a missionary man missionary man missionary man missionary man dont mess with a missionary man missionary man,Happy
1631,Be With You,ooh baby i love the way you make me feel it slows down time come in my bedroom and turn off the lights you whisper softly in my ear makes me unwind the way you touch me lets me know youre mine id rather be with you because i love the way you scream my name and theres no other man that gives me what i want and makes me feel this way id rather be with you because you hustle hard to take care of me id rather be with you boy id rather be with you i love the way you look at me stare into my eyes what do they say to you boy dont be shy tonights the night your fantasies will all come true i am your woman i belong to you there is nothing i wont do for you i know my soul connected me to you i feel so safe when im alone with you im holding back nothing saving it all for you baby i love making love to you its like a high i cant come down from you id rather be with you because i love the way you scream my name and theres no other man that gives me what i want and makes me feel this way id rather be with you because you hustle hard to take care of me id rather be with you boy id rather be with you id rather be with you oh yea boy i rather be with you id rather be with you oh yea boy i rather be with you id rather be with you because i love the way you scream my name and theres no other man that gives me what i want and makes me feel this way id rather be with you because you hustle hard to take care of me id rather be with you boy id rather be with you i dont want nobody else i aint goin no where im happy with you you got me baby i aint thinking about nobody else but you baby,Happy
1632,Boring,come and take a look at what ive got inside steppin up to me will make you question your mind so step up step up and eat a piece of your pride even the big look kind of small if youre gonna snooze ya lose and dont forget it and if it happens again guess youre never gonna get it youll never learn that youll never knock me over if youre offended by a freak stop coming to the show no name calling everthing will change what will you do now that everthing is rearranged how can you sit there and laugh about the things that i do when i try would you try for me im fed up with everything but me when i think back to how it used to be sit there and watch me pretend you bore me now you bore me now what am i supposed to think boring somehow you think youre so much better than me come and take a look at what ive got inside steppin up to me will make you question your mind so step up step up and eat a piece of your pride even the big look kind of small if youre gonna snooze ya lose and dont forget it and if it happens again guess youre never gonna get it youll never learn that youll never knock me over if youre offended by a freak stop coming to the show no name calling everthing will change what will you do now that everthing is rearranged how can you sit there and laugh about the things that i do when i try would you try for me im fed up with everything but me when i think back to how it used to be sit there and watch me pretend you bore me now you bore me now what am i supposed to think boring somehow you think youre so much better than me you bore me now you bore me now what am i supposed to think boring somehow you think youre so much better than me come and take a look at what ive got inside steppin up to me will make you question your mind so step up step up and eat a piece of your pride even the big look kind of small no name calling everthing will change what will you do now that everthing is rearranged how can you sit there and laugh about the things that i do when i try would you try for me im fed up with everything but me when i think back to how it used to be sit there and watch me pretend you bore me now you bore me now what am i supposed to think boring somehow you think youre so much better than me you bore me now you bore me now what am i supposed to think boring somehow you think youre so much better than me,Happy
1633,New Pony,i had a pony her name was lucifer i had a pony her name was lucifer she broke her leg and needed shooting i swear it hurt me more than it could have hurted her sometimes i wonder whats going on with miss x sometimes i wonder whats going on with miss x she got such a sweet disposition i never know what the poor girls gonna do to me next i got a new pony she knows how to foxtrot lope and pace well i got a new pony she knows how to foxtrot lope and pace she got great big hind legs long black shaggy hair hangin in her face evrybody says youre usin voodoo i seen your feet walk by themselves oh well evrybody says youre usin voodoo i seen your feet walk by themselves oh baby but that god you been prayin to gonna give ya back what you wishin on someone else come over here pony i i wanna climb up one time on you oh well come over here pony i i wanna climb up one time on you you know so nasty and youre so bad but i swear i love you yes i do,Happy
1634,Tonight Will Last Forever (Album Version),remembering the night again so cold outside the snow began that winter stone cold like a life your eyes were wide enough to fill i was so bored it shouldve spilled chicago skyline lit the night cut my nose bite my face tonight will last forever take my life with your hands i laid with you until the end watching the breathe crawl from your bones my alibi was lost that night so take your last breathe in tonight with the frozen sky surround your eyes chicago skyline lit the night cut my nose bite my face tonight will last forever take my life with your hands,Happy
1635,FEZ-Being Born,devon let me in the sound let me in the sound let me in the sound sound let me in the sound sound let me in the sound let me in the sound let me in the sound let me in the sound sound let me in the sound sound let me in the sound six oclock on the autoroute burning rubber burning chrome bay of cdiz and ferry home atlantic sea cut glass african sun at last the fire truck lights flash past like memories a speeding head a speeding heart im being born a bleeding start the engines roar bloodcurdling wail head first then foot then heart sets sail,Happy
1636,Over The Edge,verse 1 i am here at the crossroad where my life is heading man i dont know should i stay or should i go cause anything is better then i been through what i would give to get a sign from up above letting me know that everything would be ok i wish someone could pull me out of the mud will anyone out there say to me chorus im here for you dont worry cause i got you i got you baby dont trip dont stress my life seems to be headed over the edge its like im headed over the edge verse 2 now everyday that goes by i see things that would make another man cry im sitting wondering why i cant find that someone to fit in my life i was searching but am i worth it and will they ever think im good enough for them despite my suffering i felt the loving the blessing came when i needed it the most and that is the sign i received from above letting me know that everything is going to be ok and that she was that something that pulled me out of the mud and also the one who said to me chorus im here for you dont worry cause i got you i got you baby dont trip dont stress my life seems to be headed over the edge its like im headed over the edge no matter no matter how far you fall you gotta you gotta be ready to stand up ive been through the same things youre going through now but you gotta believe in me,Happy
1637,Destined To Win,this songs to all the people with light in their hearts and love in their eyes you dont have to worry when the mountains seem of infinite size there is one who goes before you to calm the sea theres a king who leads his people to victory we are destined to win were surrounded by his love and guarded by his power destined to win following the lord until the battles over we are destined to win we all get discouraged when the pressures of life start weighing us down weve learned that in his footsteps crosses in life must preceed the crowns there is one who goes before you to calm the sea theres a king who leads his people to victory we are destined to win were surrounded by his love and guarded by his power destined to win following the lord until the battles over we are destined to win weve got to remember its our destiny to win the end with christ on our side we are destined to win we are destined to win were surrounded by his love and guarded by his power destined to win following the lord until the battles over destined to win were surrounded by his love and guarded by his power destined to win following the lord until the battles over we are destined we are destined we are destined to win,Happy
1638,The Carpal Tunnel Of Love,we take sour sips from lifes lush lips and we shake shake shake the hips in relationships stomp out this disaster town youll put your eyes to the sun and say and we might have started singing just a little soon were throwing stones in a glass room whoa oh were so miserable and stunning whoa oh love songs for the genuinely cunning whoa oh we keep the beat with your blistered feet we bullet the words at the mockingbirds singing slept through the weekend and dreamed were just sinking with the melody off the cliffs of eternity got postcards from my former self saying we might have said goodbyes just a little soon stomp out this disaster town robbing lips and kissing banks under this moon whoa oh were so miserable and stunning whoa oh love songs for the genuinely cunning whoa oh were so miserable and stunning whoa oh love songs for the genuinely cunning oh it was ice cream headaches and sweet avalanche when the pearls in our shells got up to dance you call me a bad tipper of the cradle were just tired yawns for fawns on hunters lawns were the hasbeens of husbands sharpening the knives of young wives take two years and call me when youre better take teardrops of mine find yourself wetter whoa were so miserable and stunning whoa love songs for the genuinely cunning whoa were so miserable and stunning whoa love songs for the genuinely cunning,Happy
1639,This Kind Of Love (Full Band),this kind of love makes me feel ten feet tall it makes all my problems fall and this kind of trust helps me to hold the line ill be there every time this kind of love its what i dreamed about yeah it fills me up baby it leaves no doubt this kind of love its why im standing here its something that we can share i cant enough of this kind of love this kind of hope is what i try to find and now i cant deny i believe and this kind of faith is so unshakeable its unmistakable its bigger than me chorus your love can move a mountain it makes my world go round its always there to guide me im so lucky that i found this kind of love is what i dreamed about yeah it fills me up well baby it leaves no doubt this kind of love its why im standing here its something that we can share i cant get enough of this kind of love this kind of love,Happy
1640,White Feather,you wanted love you wanted love but its not what she was thinking of you step to the left you step to the the left on your dancing feet now dancing feet i i cant compete now with with your dancing feet now somebody gotta try and to get to know now somebody gotta try and say its all right now said its all right now oh oh ah dancing feet i i cant compete now with your dancing feet now some people say they cant compare when youre not over here youre there you see cause girl she say oh no another boy would you like to know somebody gotta try and to get to know now somebody gotta try to say its all right now that its all right now she got the white feather to get you through the night she got the white feather to make you feel all right dancing feet somebody gotta try and to get to know now somebody gotta try to say its all right now that its all right now,Happy
1641,One I Love,could you could you come back come back together put yourself on the band and see us forever could you could you come home come home forever surely things in the band keep us together cause youre the one i love youre the one i love youre the one i love ahhhh ahhhh could you could you come home could you tell me whatever tie youself to a mast its now or its never could it tear us apart itll soon be forever its gonna tear us apart keep us together youre the one i love youre the one i love ahhh ahhh youre the one i love yeah yeah youre the one oooooo oooooo youre the one i love youre the one i love youre the one i love,Happy
1642,Don't Worry Baby (1999 Digital Remaster),well its been building up inside me for i dont know how long i dont know why but i keep thinking somethings bound to go wrong but she looks in my eyes and makes me realise when she says dont worry baby dont worry baby everything will turn out all right dont worry baby each morning i awake to find the sunlight softly shining on her hair and then i realise im wrong in thinking that she really doesnt care theres magic in her eyes that makes me come alive when she says dont worry baby dont worry baby everything will turn out alright dont worry baby she tells me baby when you leave today just take along my love with you and if you knew how much i loved you baby nothing could go wrong for you what she does to me when she makes love to me and she says dont worry baby everything will turn out alright dont worry baby,Happy
1643,Turn It Into Something Special (Svengali's remix für Elisa),theres a voice inside our soul calling out so we dont fall nothings lost that cant be found aint a thing you cant get round turn it into something good theres a chance you really could turn it into something special when you see its time to choose gonna find youll never lose turn it into something special when your calm is broken too and you dont know what to do hold your fire and look above take the flame dont put it out turn it into something good theres a chance you really could turn it into something special when you see its time to choose gonna find youll never lose turn it into something special just believe in something new we all have our part to do turn it into something special and youd still be standing strong hold your crown and carry on turn it into something special when you know right from the start gonna play it from the heart take a chance and make things better leave the fears and doubts behind dont give in just keep on tryin turn it into something special mmmmm mmmmm uuuuuu turn it into something good theres a chance you really could turn it into something special when you see its time to choose gonna find youll never lose turn it into something special turn it into something new we all have our part to do take a chance and make it special and youd still be standing strong hold your crown and carry on turn it into something just believe in something naa naa naa na na naa just believe in something yea yea naa naa naa na na naa we gotta carry on we gotta carry on and on naa naa naa na na naa oo oo oo ooooo you gotta believe in something naa naa naa na na naa oo oo ooona na naa,Happy
1644,Wild Side,kneel down ye sinners to streetwise religion greeds been crowned the new king hollywood dream teens yesterdays trash queens save the blessings for the final ring amen take a ride on the wild side wild side i carry my crucifix under my deathlist forward my mail to me in hell liars and the martyrs lost faith in the father long lost in the wishing well hu take a ride on the wild side wild side fallen angels so fast to kill thy kingdom come on the wild side our father who aint in heaven be thy name on the wild side holy mary mother may i pray for us on the wild side wild side wild side name dropping nonames glamorize cocaine puppets with strings of gold east la at midnight papa wont be home tonight found dead with his best friends wife take a ride on the wild side wild side take a ride on the wild side wild side gang fights fatal strikes we lie on the wild side no escape murder rape doin time on the wild side a baby cries a cop dies a days pay on the wild side wild side wild side tragic life on the wild side wild side wild side kickin ass on the wild side,Happy
1645,How Can You Resist It,he had brunet hair with blond streaks a different kind of fellow so very unique sitting on the road in new orleans he ate fillet gumbo i think i ordered steak i looked into his eyes and said for heavens sakes listen to me i got what you need i dont know what to do anymore ive shown him all of my love and more i dont know what to do anymore ive shown him all of my love and more i dont know what to do anymore ive shown him all of my love and more and i said stay by my side got your ticket to ride and he blushed at my verbal logistics and he shied but he came as he asked me my name and i said i am love and how can you resist it how can you resist it now that you kissed it how can you resist it if you go i know youre gonna miss it poetry in motion but it dont pay no dues and me im always playing my rhythm and blues sitting on the road bourbon street i got country cousins they got a steely knife but he doesnt want to settle down for the rest of his life so ill just keep it cutting i dont know what to do anymore ive shown him all of my love and more and i dont know what to do anymore ive shown him all of my love and more i dont know what to do anymore ive shown him all of my love and more and i said stay by my side got your ticket to ride and he blushed at my verbal logistics and he shied but he came as he asked me my name and i said i am love and how can you resist it how can you resist it now that youve kissed it how can you resist it if you go i know youre gonna miss it how can you resist it yeah after all you told me that you wished it how can you resist it baby now that youve kissed it how can you resist it yeah now that youve kissed it,Happy
1646,He Will Break Your Heart,he dont love you like i love you if he did he wouldnt break your heart he dont love you like i love you hes tryin to tear us apart fare thee well i know youre leavin i know youre leavin for the new love that youve found the handsome guy that youve been dating whoa i got a feelin hes gonna put you down cause he dont love you like i love you if he did he wouldnt break your heart he dont love you like i love you hes tryin to tear us apart he uses all the great quotations says the things i wish i could say whoa but hes had so many rehearsals girl to him its just another play but wait when the final act is over and youre left standing all alone when he takes his bow and makes his exit girl ill be there to take you home he dont love you and he never will like i love you if he did he wouldnt break your heart oh he dont love you girl like i love you hes tryin to tear us apart whoa he dont love you,Happy
1647,Do It To Me,turn around could you be the one and only love for me dont be cruel cold as ice every word is true i tell no lies oh everybody is looking at you here i am got something special for you dont you wait for a sign from above so come on baby let me show you love do it to me 4x cant you see youre the one and you know our time has just begun take my world on a bed im a kind of god who patience dead oh yeah and youre away afraid of falling in love what you need i got it for you and its more than enough this is your chance so take it right away you better listen what i got to say do it to me 4x every body is looking at you here i am got something special for you dont you wait for a sign from above so come on baby let me show you love do it to me 9x,Happy
1648,Cerilene,on final approach my brother and i we were so sure knew exactly the plans wede made and what we were here for didn have a care in the world got by day by day struggled with the plans wede made who was i anyway workinon both night and day in a famous rock and roll cafe never thought id meet a girl for me never thought id meet a girl called cerilene cerilene the road of life is dark without you and i i just cant see cerilene share my life with me well go together hand in hand and well fulfill our dreams walked along the beach there hand in hand it felt like a dream but things that felt so good were never real or so it seemed the magic that this girl possessed changed the heart of a child to a man to a man through the warmth of love his dreams and drive had direction again a girl who strongly believes in me and visions that we both could see as one of my dreams it came to an end my life and love felt whole again chorus ive grown to love this family my friends and this woman that ive found just as much as the family i left in a small small southern town on a day the island breezes brought my loved ones here with me we made our families one i love you oh i love you cerilene cerilene the road of life is dark without you and i i just cant see cerilene share my life with me well go together hand in hand and wel fulfill our dreams cerilene share my life with me on this island oh fulfill my dreams cerilene oh cerilene cerilene share my life share my life with me oh cerilene,Happy
1649,Dedicated To The One I Love,this is dedicated to the one i love while im far away from you my baby i know its hard for you my baby because its hard for me my baby and the darkest hour is just before dawn each night before you go to bed my baby whisper a little prayer for me my baby and tell all the stars above this is dedicated to the one i love life can never be exactly like we want it to be i could be satisfied knowing you love me but theres one thing i want you to do especially for me and its something that everybody needs each night before you go to bed my baby whisper a little prayer for me my baby and tell all the stars above this is dedicated to the one i love this is dedicated to the one i love this is dedicated to the one i love,Happy
1650,Piece Of My Heart,come on come on come on come on didnt i make you feel like you were the only man yeah i did not give you nearly everything that a woman possibly can honey you know i did and each time i tell myself that i well i think ive had enough well what im gonna show you baby that a woman can be tough i want you to come on come on come on come on and take it take another little piece of my heart now baby break it break another little bit of my heart now darlin yeah have a have another little piece of my heart now baby well you know you got it if it makes you feel good oh yes indeed youre out on the streets lookin good and baby deep down in your heart i guess you know that it aint right never never never never never never hear me when i cry baby i cry all the time but each time i tell myself that i well i cant stand the pain but when you hold me in your arms im singin once again i said come on come on come on come on and take it take another little piece of my heart now baby break it break another little bit of my heart now darlin yeah have a have another little piece of my heart now baby well you know you got it child if it makes you feel good i need you to come on come on come on come on and take it take another little piece of my heart now baby break it break another little bit of my heart now darlin yeah come on now have a have another little piece of my heart now baby you know you got it whoa take it take another little piece of my heart now baby break it break another little bit of my heart now darlin yeah yeah yeah yeah have a have another little piece of my heart now baby you know you got it child if it makes you feel good,Happy
1651,Face Drop,word kingston word oohoh ohoh word kingston i see your face drop drop drop you touch my heart disappear i never knew how much it hurt here made me feel like oohohoohooh my girl girl girl girl girl first came trust then came love but this was none of the above im aware made me feel like oohohoohooh my girl girl girl girl girl but youre the one who said that id be lost without you no no no no you had your fun couldnt write this one without you baby let me go go go and now i see your face drop i told you not to leave me alone and now that i got my own i see your face drop i told you not to count me out cause you always try to fill me with doubt sayin that i look better if i was thinner dont you know you shoulda love me for my inner when i left you yo i came out a winner uhoh ohohw did all i can to understand not every girl do for their man made me feel like oohohoohooh my girl girl girl girl girl i cut it short cause you got caught youre not the girl you used to be no more made me feel like oohohoohooh my girl girl girl girl girl but youre the one who said that id be lost without you no no no no you had your fun couldnt write this one without you baby let me go go go and now i see your face drop i told you not to leave me alone and now that i got my own i see your face drop i told you not to count me out cause you always try to fill me with doubt sayin that i look better if i was thinner dont you know you shoulda love me for my inner when i left you yo i came out a winner uhoh ohohw tellin me come on back what will i do from that i would still still be yours if you knew how to act but you underestimate a dude like me and i love it when i see your face drop i told you not to leave me alone and now that i got my own i see your face drop i told you not to count me out cause you always try to fill me with doubt sayin that i look better if i was thinner dont you know you shoulda love me for my inner when i left you yo i came out a winner uhoh ohohw and now i see your face drop i told you not to leave me alone and now that i got my own i see your face drop i told you not to count me out big and beautiful cause you always try to fill me with doubt sayin that i look better if i was thinner big and beautiful dont you know you shoulda love me for my inner when i left you yo i came out a winner uhoh ohohw,Happy
1652,I Love This Town,i always knew that i liked this place you dont have to look too far to find a friendly face i feel alive when im walking on the street i feel the heart of the city pounding underneath my feet chorus yeah let the world keep spinning round and round this is where it all goes down down down thats why i love this town thats why i keep coming round say hey say hey say yeah say yeah you make me feel at home somehow right now thats why i love this town ive got some good friends here i might have broke a heart or two its getting loud over there the boys mustve had a few and hey the cop on the corner he knows everybodys name and a kid with a train singing for some spare loose change chorus guitar solo theres shouting from the rooftops dancing on the bars hanging out the window driving in their famous cars you want it you got it you ready im on it come on now here we go again thats why i love this town thats why i love this town no matter where youre from tonight youre from right here this is where it all goes down down down thats why i love this town say hey say hey say yeah say yeah i love this town x4,Happy
1653,PDA,intimacys fresh from my dreams over a triple x movie screen i couldnt care less about being seen a higher self esteem if youre on me aint that the way its supposed to be i say baby do you think sugar so sweet should rot my teeth but instead it just rottens me spoiled crazy i said public display of affection gotta make em pointing in that direction watch me watch me public display of affection makes them wish they had it this way wed be at the club the restaurant the grocery store or the movies kissing and touching with my hands all over your booty wherever it is we is i love it truly your pda hey hey i want your pda your pda hey hey i want your pda your pda hey hey i want your pda remember at the beach we brought the sheets we were harassed by police good thing we didnt go too deep everywhere we be the passion in me just screams i just need you in my reach baby your suspense can be intense its got me convinced oh yeah youre the fingers to my instrument public display of affection gotta make em pointing in that direction watch me watch me public display of affection makes them wish they had it this way wed be at the club the restaurant the grocery store or the movies kissing and touching with my hands all over your booty wherever it is we is i love it truly your pda hey hey i want your pda your pda hey hey i want your pda your pda hey hey i want your pda your pda hey hey your pda hey hey i want your pda from the lobby to the patio boy youre so crazy and were so compatible from the starbucks to the navho hmm nasty and were so compatible wed be at the club the restaurant the grocery store or the movies kissing and touching with my hands all over your booty wherever it is we is i love it truly your pda hey hey i want your pda your pda hey hey i want your pda your pda hey hey i want your pda your pda hey hey your pda hey hey i want your pda i wanna run i want your pda all over your body i i i want your pda i wanna run i want your pda all over your body i want your pda i want your pda thats right public display of affection mmm i want your pda,Happy
1654,I Only Have Eyes For You (Album Version),are the stars out tonight i dont know if its cloudy or bright cause i only have eyes for you dear the moon may be high but i cant see a thing in the sky cause i only have eyes for you i dont know if were in a garden or on a crowded avenue you are here so am i maybe millions of people go by but they all disappear from view cause i only have eyes for you i dont know if were in a garden or on a crowded avenue you are here so am i maybe millions of people go by but they all disappear from view cause i only have eyes for you yeah i only have eyes for you,Happy
1655,Memphis In The Meantime,i got something to say little girl you might not like my style but weve been hanging around this town just a little too long a while you say youre gonna get your act together gonna take it out on the road but if i dont get outta here pretty soon my heads going to explode sure i like country music i like mandolins but right now i need a telecaster through a vibrolux turned up to ten lets go to memphis in the meantime baby memphis in the meantime girl i need a little shot of that rhythm baby mixed up with these country blues i wanna trade in these ol country boots for some fine italian shoes forget the mousse and the hairspray sugar we dont need none of that just a little dabll do ya girl underneath a pork pie hat until hell freezes over maybe you can wait that long but i dont think ronnie milsaps gonna ever record this song lets go to memphis in the meantime baby memphis in the meantime girl lets go to memphis in the meantime baby memphis in the meantime girl maybe theres nothin happenin there maybe theres somethin in the air before our upper lips get stiff maybe we need us a big ol whiff if we could just get offa that beat little girl maybe we could find the groove at least we can get a decent meal down at the rendezvous cause one more heartfelt steel guitar chord girl its gonna do me in i need to hear some trumpet and saxophone you know sound as sweet as sin and after we get good and greasy baby we can come back home put the cowhorns back on the cadillac and change the message on the cordaphone but lets go to memphis in the meantime baby memphis in the meantime girl,Happy
