,title,lyrics,label
513,Day Old Blues,toss me a breath when you hold me down hot like a razor on my face somethings growing that dont help me now paging the doctor just in case low and behold things are killing me silly expectation of a dream girls are gonna love the way i toss my hair boys are gonna hate the way i seem day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old peach christmas lights spitting german ling feels like a fast or homeless sleep at least theres a record that i love to play dreaming about a place ill never see day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues betty betty annie is a praying baby with a man like a lung smell her crying fighting back a fever mad as hell give up day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues day old day old day old day old day old day old day old day old day old blues,Sad
514,Seventeen,youre only 29 got a lot to learn but when your mummy dies she will not return we like noise its our choice its what we wanna do we dont care about long hair i dont wear flares see my face not a trace no reality i dont work i just speed thats all i need im a lazy sod im a lazy sid im a lazy sod im so lazy im a lazy sod im a lazy sod im a lazy sod im so lazy i cant even be bothered lazy lazy,Happy
515,Revolution Action,action its time to live and its time to die its time to live and its time to die its time to live and its time to die its time to live revolution action what we gonna go for what we gonna go for what we gonna go for revolution action what we gonna go for what we gonna go for what we gonna go for revolution action welcome to step one i cant wait no longer lets make it happen another investigation of our generation sublime information the collapse of a century im targeted at the whitehouse like a bullet from a gun waste my life from scratch but at least we will leave a bad taste in your mouth dope fly fly dont take it take it out too far and i wont fake it a blank promise your words nothing else than another hell ride we got to revolution action what we gonna go for revolution action what we gonna go for revolution action what we gonna go for what we gonna go for revolution action revolution action revolution action we got to are you ready a shoot a pain with the knife between my teeth and then i leave you in cold blood im comin at ya im comin at ya carl crack like a flamin arrow burning the regime of terror with a gun pointing at my head i realise what i could get instead what you gonna go for what you gonna go for what you gonna go for revolution action what you gonna go for what you gonna go for revolution action what you gonna go for what you gonna go for what you gonna go for revolution action many people are in power but none of them is one of us press and media any hour now tell me whats wrong with us in the lions throat i stand and wanna know surrounded by me and my gang your life just blows break into the center where your heart goes you hold the cigarette like youre trying to understand but what if the next person near you is taking the truth out of your hands revolution action revolution action what we gonna go for action it aint selfdestruction it aint selfdestruction revolution action,Happy
516,The Date ( LP Version ),she waits for a date and yet she knows that hes not coming he waits for the date and yet he knows that hes not coming i hope that its not the breakup and i hope that its just the break i hope that its not the breakup and i hope that its just the break repeat i love you i love youto fade,Sad
517,Killer Barracuda,look into water see the barracuda patient as the devil hanging still like a shadow in the water pretty barracuda dagger of the devil waiting to kill little girl beware of killer barracuda he rules these waters like a king hell cut your heart out slicker than a dagger not cause hes hungry cause hes mean you can see the shark now glidin through the water ugly as death eats anything but the pretty barracuda dont touch no leavins takin what he wants to cause hes king and you cant scare him or entice him he wont move for the devil til his own time then quicker than heartbeat hell turn you away girl just to see you fall and leave you dyin little girl beware of the killer barracuda he rules these waters like a king hell cut your heart out slicker than a dagger not cause hes hungry cause hes mean,Sad
518,Sensations,chorus 2x i get a sensation when you suck my dick and you lick my balls gimme dat good pussy i can knock down em all verse 1 yo it feels so good shorty gobblen swallowin baby bob then weave them lips i bust on top of dem yo ass so fat you see ghetto booty bounce up and down like a porno movie girls gone wild swing it all around can i hit it like dis like dat i get way inside from da back stand up ma bend over love let me control ya ill fold ya all up like a pretzel ill protect and caress you adorable i wont neglect you or disrespect you chorus 2x i get a sensation when you suck my dick and you lick my balls gimme dat good pussy i can knock down em all verse 2 nigga she was addicted to what the dick did had her goin crazy fuckin wit them lips kid doin it cum quick i might ruin it so i gotta switch positions and get into it and bitch you betta hold on for dat ride rowdy piper yes my dicks inside i mean my shit must of been made for this spot cause i couldnt think of a betta place why not cause the weed and liquor is gettin to me in a flash and dat ass is where its suppose to be pussy take me to ecstasy so i know when i beat it im good you stayin right next to me and girl ya know that ill do it all night fuck to the mornin i get it right bravehearts about to blow gwiz i tell em ohh chorus 2x i get a sensation when you suck my dick and you lick my balls gimme dat good pussy i can knock down em all verse 3 yo i rip it up right yeaa iight i make a hoe wanna turn into my housewife the sex the cash im from the projects i grew up fast i had the old and the young hoodrats mixin hypnotic and the cognac bitches on my dick cause i bust my gats some cant spell it it be like dat so let me turn it a tad i eat it up beat it up when im in it i think i fucked some wit me blaze the haze the sex is crazy fuck ya friend she aint wit it she hatin huh the brains is serious put me on ima pimp or mack dats dealin till dawn jungle wiz straight out the bridge in the club bitches see us and they lickin they lips chorus 2x i get a sensation when you suck my dick and you lick my balls gimme dat good pussy i can knock down em all,Happy
519,Did You Get My Message?  (Live From Shubas),did you get my message the one i left while i was trying to condense everything that i meant in a minute or less when i called to confess and make all of my stresses go byebye did you get my message didnt i guess cause if you did you would have called me with your sweet intent and we could give it a rest instead of beating our breast making all of the pressure go skyhigh do you ever wonder what happens to the words that we send do they bend do they break from the flight that they take and come back together again with a whole new meaning in a brand new sense completely unrelated to the one i sent did you get my message ooh did you get my message did you get my message yeah ooh uh oh where did it go must have bypassed your phone and flown right outta the window oh well how can i tell should i call the operator maybe she know the info but whether or not if my message you got was too much or a lot to reply why not try this for a fact should you ever come back id relax and be relieved of all my panic attacks ahh oooh did you get my message ooh did you get my message did you now did you get my message yeah ooh did you get my message the one that i left while i was trying to condense everything that i meant now the moment is passed not much sand in the glass and im standing to lose my mind do you ever wonder what happens to the words that we send do they bend do they break from the flight that they take and come back together again with a whole new meaning to the matter of our loves defense and please be sympathetic to the time i spent did you get my message ooh did you get my message did you now did you get my message yeah ooh did you get my message no i didnt hear a word did you get my message now im not gonna believe your lies anymore answer the question i dont hear a thing from you and you keep saying youre coming did you get my message now that i wanna get back with you did you get my message love that i wanna reconnect with you did you get my message sugar now i did not hear one thing you sent to me did you get my message love answer the phone,Sad
520,Don't Want To,chorus one lil romeo silkk the shocker yall dont really want to mess with me yall better respect my g better think before you step to me where you from wodie im from the cp3 yall really down to ride with us cross side get wild with us get it crunk all the way live with us from the south to the eastside with us verse one lil romeo lets get it on im bad to the bone edgin yo dome what you know about a baby hummer sittin on chrome make moves like im grown with a style of my own see the ice around my neck i go to school in a rover fifth grader seventy dollar phone two way pager im a major in other words i got flavor i wreck mics rip shows and kick floors lil ro got yall throwin ya bows im bout that if you hatin then stop that top that any club i rock that now rock that we takin our spot back if you tryna stunt lil wodie i doubt that chorus twi lil romeo silkk the shocker yall dont really want to mess with me yall better respect my g better think before you step to me where you from wodie im from the cp3 yall really down to ride with us cross side get wild with us get it crunk all the way live with us from the south to the eastside with us verse two lil romeo call me the master im what you been missin the one who be flippin im cool like that so i never be trippin im that cool cat nice with the ball nicer than yall you better take your points cause you might not score im guaranteed mvp hit jumpers and score somethin like allen i but i play like im tall corn raise starch glaise when i walk through the mall let my pants sag and always find time to talk to em all i love movies buy a new cd every tuesday that down south stuff groovy keys in my pocket so these skills gonna do me i practice yall ima do this thing truly chorus three lil romeo silkk the shocker yall dont really want to mess with me yall better respect my g better think before you step to me where you from wodie im from the cp3 yall really down to ride with us cross side get wild with us get it crunk all the way live with us from the south to the eastside with us verse three lil romeo im the a i rock like a grown up on stage i get em open leave em hoarse for days sound like a wild animal i need to be in a cage im dangerous man in so many ways i rip shows dont sleep shorty im woke i been practicin since the age of four i got my mind right im up in the limelight i guess you hate me when you know that i rhyme tight nicer than nice im skillful make you think twice whats my name lil ro im larger than life when im not pushin a hummer im ridin a bike a lil soulja what they call me i go off on the mic if a ticket was around my neck it would be covered in ice and my wrist stay blingin its a lovable site im ragin on all types of stages you might be nice but see im the greatest wanna see me take it home from the stages im the one im tellin you son like the matrix matrixmatrixmatrixmatrixmatrixmatrixmatrixmatrix chorus four lil romeo silkk the shocker yall dont really want to mess with me yall better respect my g better think before you step to me where you from wodie im from the cp3 yall really down to ride with us cross side get wild with us get it crunk all the way live with us from the south to the eastside with us,Sad
521,The Beginning (Giro E Giro Mix),the beginning saw existence of a chosen dream but then came pain with energy striking on those she knew would uncover her lies she felt she must destroy everything that we had prayed for so she sent shameful claim in her lies she wants us to be whats going on in her mind music takes you round and round and round and round and round hold on to the love hold on to the love music takes you round and round and round and round and round hold on to the love nahhh nah nah nah hold on to the love we are smiling she wants us to be whats going on in her mind if she is to take over she must prevent unity but oh how cold her life must be she knows she must destroy everything that we had prayed for so here comes shameful claim in her lies music takes you round and round and round and round and round hold on to the love hold on to the love music takes you round and round and round and round and round hold onto the love smiling again solo hold on to the love nahhh nah nah nah hold on nahhh nah nah nah hold on nahhh nah nah nah nahhh nah nah nah hold on nahhh nah nah nah hold on hold on to the love the music takes you round and round and round and round and round hold on to the love hold on to the love music takes you round and round and round and round and round hold on to the love hold on to the love hold on round and round and round and round and round hold on to the love go round go round but hold on to the love hold on to the love music takes you round and round and round and round and round hold on to the love go round go round hold on to the love so hard for me to try and tell you how i feel ahno no no love go round gonna hold on go round yeah but hold on to love the music takes you round it takes you round and round and round but hold on to love hold on hold on to love hold on sorrowfaintly hold on to love,Happy
522,Superfly (Single Mix Version),darkest of night with the moon shining bright theres a set goin strong lotta things goin on the man of the hour has an air of great power the dudes have envied him for so long oh superfly youre gonna make your fortune by and by but if you lose dont ask no questions why the only game you know is do or die ahhaha hard to understand what a hell of a man this cat of the slum had a mind wasnt dumb but a weakness was shown cause his hustle was wrong his mind was his own but the man lived alone ooh superfly youre gonna make your fortune by and by but if you lose dont ask no questions why the only game you know is do or die ahhaha the game he plays he plays for keeps hustlin times and ghetto streets tryin to get over thats what he tryin to do yall taking all that he can take gambling with the odds of fate tryin to get over tryin to get over tryin to get over tryin to get over wooh superfly the aim of his role was to move a lot of blow ask him his dream what does it mean he wouldnt know cant be like the rest is the most hell confess but the times running out and theres no happiness ooh superfly youre gonna make your fortune by and by but if you lose dont ask no questions why the only game you know is do or die ahhaha superfly superfly superfly superfly tryin to get over tryin to get over tryin to get over tryin to get over tryin to get over tryin to get over tryin to get over tryin to get over tryin to get over,Sad
523,Mean Machine (Remastered LP Version),the only good thing thats creeping in this city elvis had 55 but this one is mine japanese cars man such a pity am radio suits me fine mean machine mean machine my daddy said son your gonna drive me to drinkin mean machine mean machine brakes good tires fair can you turn mark up louder every now and then i drive just to get away im eatin up the lanes i gotta find sugar ray cant stop now give me all your money sometimes i drive slow sometimes i drive quick mean machine mean machine my daddy said son your gonna drive me to drinkin mean machine mean machine my daddy said son your gonna drive me to drinkin powered up powered up dont you dare mess with my mean machine its long and slick and olive green dont you dare mess with my mean machine its long and slick and olive green dont you dare mess with my mean machine its long and slick and olive green a 68 coupe is all i need so dont you dare mess with my mean machine jesus saves domi shoots and scores im with stupid caught my finger in the door im wookin pa nub like revenge of the nerds but my ass its a play on words mean machine mean machine my daddy said son your gonna drive me to drinkin mean machine mean machine my daddy said son your gonna drive me to drinkin powered up powered up powered up dont you dare mess with my mean machine its long and slick and olive green dont you dare mess with my mean machine its long and slick and olive green dont you dare mess with my mean machine its long and slick and olive green a 68 coupe is all i need so dont you dare mess with my mean machine dont fuck with it,Happy
524,You Move Me,i go to work in my clean shirt i push a pen until half past ten i watch the clock there on the wall tic toc why dont you call the boss come in and walks down the aisles he turns around but he never smiles he watches me just like a hawk and then he says we must talk you move me from side to side you move me and if feels so right you move me up and down you move me around and around son he says what ive got bad news life is hard and you got the blues i know youre good and i know you work hard im sorry son but here are your cards i went home and kicked off my shoes and i asked myself why do i always lose but then you called and everything was fine im so glad that you are mine you move me from side to side you move me and if feels so right you move me up and down you move me around and around youre the one thing in my life that makes me feel so good inside will you hold me tight tonight oh girl i wish you would decide you move me from side to side you move me and if feels so right you move me up and down you move me around and around,Happy
525,Why Do I,i find myself alone again staring at the stars you made you threw them into place and then said it all was great that you would shoose to make me just amazes me but you have told me follow and believe so why do i why do i why do i ever wonder why why you love me why do i why do i why do i ever wonder why with all the ways youve shown me just how small i am and how tall you are and where i was before and i say why do i why do i why do i ever wonder why i find myself awake again thinkin bout eternity how i am just a grain of sand and that you have a plan for me that you would chose to love me just amazes me but you have told me hold on and believe so,Happy
526,Schitzo,chorus one two were coming for you three four lock your door five six suck on my brokencyde will never die x2 verse 1 now i can feel the needle break up inside of my veins they try to tell me im insane but they made me that way so come and take me away from this monster that youve made of me i feel like dying erasing all of these memories bridge im trapped inside this cage tonight you torture my brain with blades and knifes i need you to try to save my life before i go insane x2 chorus one two were coming for you three four lock your door five six suck on my brokencyde will never die x2 verse 2 in 7 days my schizophrenia breaks my brain cavity waves distorted decayed these faces of insane originated this pain and invented these demented ways to break me intoxicated im faded inside my dreams motivated on defeating these haters in everything its the only thing that keeps me alive it keeps me away from all of your mother fucking lies bridge im trapped inside this cage tonight you torture my brain with blades and knifes i need you to try to save my life before i go insane x2 chorus one two were coming for you three four lock your door five six suck on my brokencyde will never die x2 verse 3 i feel my nails rip my flesh i feel ive gone insane i never wanted to hurt you but you made me this way so now i know im crazy i feel theres no more pain these voices call out to me theyre screaming out my name chorus one two were coming for you three four lock your door five six suck on my brokencyde will never die x4,Sad
527,Set The World On Fire,i wanna set the world on fire until its burning bright for you its everything that i desire can i be the one you use chorus i i am small but you you are big enough i i am weak but you you are strong enough to take my dreams come and give them wings lord with you nothing i can not do nothing i cannot do i wanna feed the hungry children and reach across the farthest land and tell the broken there is healing and mercy in the fathers hands chorus take my dreams come and give them wings lord with you nothing i cannot do nothing i cannot do my hands my feet my everything my life my love lord use me i wanna set the world on fire i wanna set the world on fire yeah take my dreams come and give them wings lord with you nothing i cannot do take my dreams come and give them wings lord with you theres nothing i cant do nothing i cant do im gonna set the world on fire set the world on fire,Happy
528,He Wasn't Man Enough,darkchild toni braxton darkchild yeah listen girl who do you think i am dontcha know that he was my man but i chose to let him go so why do you react like i still care about him looking at me like im hurt when im the one who said i didnt want it to work dont you forget i had him first bridge what you thinkin stop blaming me he wasnt man enough for me if you dont know now heres your chance ive already had your man do you wonder just where hes been yeah then id be worried about him now its time you know the truth i think hes just the man for you chorus what are you thinking do you know about us back then do you know i dumped your husband girlfriend im not thinking bout him but you married him do you know i made him leave do you know he begged to stay with me he wasnt man enough for me listen girl didnt he tell you the truth if not then why dont you ask him then maybe you can be more into him instead of worrying about me and hopefully you wont buy all of the reasons why his love didnt count and why we couldnt work it out bridge what you thinkin stop blaming me he wasnt man enough for me if you dont know now heres your chance ive already had your man do you wonder just where hes been yeah then id be worried about him now its time you know the truth i think hes just the man for you chorus what are you thinking do you know about us back then do you know i dumped your husband girlfriend im not thinking bout him but you married him do you know i made him leave do you know he begged to stay with me he wasnt man enough for me oh yeah so many reasons why our love is through yeah what makes you think hell be good to you no it makes no sense cos he will never change girl you better recognize the game chorus x3 what are you thinking do you know about us back then do you know i dumped your husband girlfriend im not thinking bout him but you married him do you know i made him leave do you know he begged to stay with me he wasnt man enough for me,Happy
529,Panama (Album Version),oh yeah uhhuh jump back whats that sound here she comes full blast and top down hot shoe burnin down the avenue model citizen zero discipline dont you know shes coming home with me youll lose her in that turn ill get her panama panama panama panama aint nothin like it her shiny machine got the feel for the wheel keep the movin parts clean hot shoe burnin down the avenue got an onramp comin through my bedroom dont you know shes coming home with me youll lose her in that turn ill get her uhoh panama panama ow panama panama ahohohohoh woo yeah were runnin a little bit hot tonight i can barely see the road from the heat comin off you know what im sayin ah reach down between my legs andease the seat back shes runnin im flyin right behind in the rearview mirror now got the fearin power steerin pistons poppin aint no stoppin now panama panama panama panama ahohohohoh panama panama ahohohohoh panama,Happy
530,Tumble Down,jah is my life and strength and energy gots to be smart to prevent them from tumble down on you tumble down on you tumble down on you tumble tumble tumble tumble tumble tumble tumble tumble tumble people of the world people of the world who see i works and know of i people of the world people of the world who see i works and know of i gots to be smart to prevent them from tumble down on you gots to be smart to prevent them from tumble down on you tumble down on you tumble down on you tumble tumble tumble tumble tumble tumble tumble tumble backbiters want to tumble down on you tumble down on you criticism want to tumble down on you tumble down on you backbiters want to tumble down on you tumble down on you tumble tumble tumble tumble tumble tumble tumble tumble tumble jah is my life and strength and energy jah is my life and strength and energy gots to be smart to prevent them from tumble down on you gots to be smart to prevent them from tumble down on you tumble down on you tumble down on you tumble tumble tumble tumble tumble tumble tumble tumble,Sad
531,Alright_ Alright_ Alright,oh ive been thinking about my life whats been wrong and whats been right some say that and some say this some say no and some say yes alright alright alright alright alright alright i dont know whats going on but i know whats right from wrong too many heads and too many minds too many wrongs and too many rights alright alright alright alright alright alright i hear you talking alright alright alright i hear you talking alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright oh ive been thinking about my life whats been wrong and whats been right some say that and some say this some say no and some say yes alright alright alright alright alright alright i hear you talking alright alright alright i hear you talking alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright,Happy
532,Heaven's In New York,heavens in new york if it was my last day on earth id treat it like my first go out the way i came in so innocent so pure with no thoughts of insecurity live life to the fullest be what i wanna be last day on earth i tell my momma dont cry ill see my daddy in paradise where the blind can see the mute can talk the crippled can walk but for now heavens in new york oh oh oh ohhh oh oh oh heavens in new york oh oh oh oh first thing id do is go back in time take the twin towers put it back in the skyline tell my girl two wrongs still dont make a right make love for the last time under the candlelight pick up my hommies at the gentleman club after that hit club and reminisce about the high school days man i sucked as a quarterback remember getting sacked man almost broke my back yeah if it was my last day on earth id treat it like my first go out the way i came in so innocent so pure with no thoughts of insecurity live life to the fullest be what i wanna be last day on earth i tell my girl dont cry im with my daddy in paradise where the blind can see the mute can talk the crippled can walk but for now heavens in new york oh oh oh oh oh heavens in new york oh oh oh oh oh i tell the man get the people a tax break kids stop shootin i cant sing in no more ways i cant take the money with me so i caught a movie favorite actress angelina jolie favorite singer got to be marley turn up the bass and move to his stylings cant leave without reading my daughter a bedtime story the heavens is calling if it was my last day on earth id treat it like my first go out the way i came in so innocent so pure with no thoughts of insecurity live life to the fullest be what i want to be last day on earth i tell my homies dont cry im with my daddy in paradise where the blind can see the mute can talk the crippled can walk but for now heavens in new york oh oh oh oh oh oh oh heavens in new york oh oh oh oh oh oh oh welcome to new york city even though i walk through the valley of shadow of death i fear no evil for you are with me so tell my loves ones please dont cry cause if doves can fly so can i if it was my last day on earth id treat it like my first go out the way i came in so innocent so pure with no thoughts of insecurity live life to the fullest be what i want to be last day on earth i tell my homies dont cry im with my dad in paradise where the blind can see the mute can talk the crippled can walk but for now heavens in new york oh oh oh oh oh oh oh heavens in new york oh oh oh oh oh oh oh even though i walk through the valley of shadow of death i fear no evil for you are with me so tell my loves ones please dont cry cause if doves can fly so can i if it was my last day on earth id treat it like my first go out the way i came in so innocent so pure with no thoughts of insecurity live life to the fullest be what i want to be last day on earth i tell my homies dont cry im with my daddy in paradise where the blind can see the mute can talk the crippled can walk but for now heavens in new york where the blind can see the mute can talk the crippled can walk but for now heavens in new york oh oh oh oh oh oh oh heavens in new york oh oh oh oh oh oh oh heavens in new york oh oh oh oh oh oh oh heavens in new york oh oh oh oh oh oh oh welcome to new york city heavens in new york city,Happy
533,Screen Kiss,miller time at the bar where all the english meet she used to drink in the hills only now she drinks in the valleys where every road has a name like beechwood avenue or so it seems a croydon girl could really hope to find a home but with a thousand miles of real estate to choose from you begin to see the value of your freedom the moon is bright in the haze above old hollywood and deer look down from the hills and its three oclock in the morning pill in hand you can hear his golden surfer boys crying out mummy wont come out of the bathroom and youd hoped hed say hes sorry if he hit you but hes buried in the screenplay of his feature screen kiss one screen kiss straight from a film i forget who was in screen kiss one screen kiss blue filter lens in a pool of vaseline but all the rushes look the same only theres a movie i wouldnt pay to see again if its the one with him in you and i could be a mile above the earth tremors hold to me and well climb you could sneak out while hes sleeping suicide in the hills above old hollywood is never gonna change the world change the world overnight any more than the invention of the sixgunchild any more than the discovery of radium or california tipping in the ocean screen kiss one screen kiss straight from a film i forget who was in screen kiss one screen kiss blue filter lens in a pool of vaseline but all the rushes look the same only theres a movie i wouldnt pay to see again if its the one with him in,Happy
534,Oh Serena,oh serena i know what theyre saying about you they all say its a resistance they all say that ya didnt listen well they all have scars on their eyes its true night and day is like a haunted replay i know it girl ill pray for you just remember its not stronger than you oh serena i know what theyre saying about you you tasted death but ill shed the night night irreverant all the time carneleby is a bit of you time to feel it time to fix it time to lure it oh no time to miss it time to lure this stone cold weather time alone and time away i know what they say oh serena i know what theyre saying about you i know the pains inside you i know what theyre saying about you its not true,Sad
535,Get Down,get down amil oh shhhh yo jonjohn this track is crazy jonjohn you know how i do browntown rocafella amil where my ballers at where my thugs at where my fellows at where my coins at where my bitches at where my ladies at where my ballers at where my thugs at where my fellows at where my coins at where my bitches at where my ladies at let me know what tha deal keep it real if you wanna build aint nothing wrong with a roughneck rockin dirty timbs baggy jeans and a nice chest what you do on the low you blingbling yous a thug for sure i want ice cold ice hit me off wanna break me off you gotta break me off break me off chorus however you wanna get down i can get down baby like you get down you know i dont play around if you got diamonds maybe we can get down however you wanna get down i can get down baby like you get down you know i dont play around if you got diamonds maybe we can get down get down can i live let me live you want me then you gotta give im a bad girl such a bad girl not a hot girl but a rock girl drive a drop girl hair is done bodys right you wanna touch cause im just that tight we can roll we can stroll but i gotta let you know i aint giving out without doe chorus so if you wanna get with me then diamonds is what i need you are what i need and if you want to make me happy then give me some of your cream give it to me baby give it to me give it to me amil rap uh huh yeah amilliyon major coins uh it be the brokest niggas always talking shit i dont even notice niggas who cant offer shit what that look like a broke nigga flossin this major coin meaning high costing bitch only a baller in fact can keep me in the minks to the small of my back im just keeping it real letting yall know from the gate no papes no scrapes you aint hungry for it no plates mother fucker youll get clowned first treat you like a corner scrub slinging an ounce of dirt think about it what sound worse telling my coins you broke or you drowned the purse see only official bitches wifey of a rich nigga a smart bitch fuck with no trick niggas them grimy bitches fuck with stick niggas and a dumb bitch just fuck you for your dick nigga chorus,Happy
536,Sixth of June,been waiting for an end in a life filled with all those little stories say what you want say what you need our last encounter say what you want say what you need stung of alcohol and all the stones and prison bars that stand in the way of my amends forgive me i know you killed for me youre sailing with the rock aileen promise youll come for me the sixth of june will bring you home say what you want say what you need because tonight is your last chance to reach me hope and love seem to say what you want say what you need be a waste in this mortal reality so well meet again on the sixth of june there wont be a heart to break this time and all the souls of fallen men cant stand in the way of our love again forgive me i know you killed for me youre sailing with the rock aileen promise youll come for me the sixth of june will bring you home say what you want say what you need because tonight is your last chance to reach me i know you killed for me youre sailing with the rock aileen promise youll be back on the sixth of june our lord will guide you home say what you want say what you need because tonight is your last chance to reach me i know you killed for me youre sailing with the rock aileen promise youll come for me the sixth of june will bring you home say what you want say what you need i know you killed for me i know you killed for me say what you want say what you need i know you killed for me say what you need because tonight is your last chance to reach me,Sad
537,Pennies From Heaven,every time it rains pennies from heaven dont you know each cloud contains pennies from heaven youll find your fortune falling all over town be sure that your umbrella is upside down trade them for a package of sunshine and flowers and if you want the things you love you must have showers so when you hear it thunder dont run under a tree theyll be pennies from heaven for you and me,Sad
538,In the Wordless Chamber,in the wordless chamber they feared death desperately thus they clustered to the fruits of the earth craving dispersion as if to avoid knowing why in the wordless chamber they feared life desperately thus they proclaimed any given truth and swallowed as if to justify their fear he knew that there had been hordes of seers before him who set out to cure though the sick wished not to part with their decease as if it made them feel alive in the wordless chamber he accepted desperation and the unpredictable manifestations of hope,Sad
539,Ghost of the Ocean (Live),a ghost of the ocean tells of the women of the sea they ran from opression in the forgotten history no innocents no leaders to defend no god no government and its hard to believe they were riders on the sea women of fortune always to be prepared to die blood on a knife edge flag of the sea lord flying high a world of action strong and free adventure war and loyalty the mermaid tyrant loved to fight she ties the noods and pulls it tight treacherous island somewhere to hide on no mans land ships in the harbour waiting to hear the battle plan,Sad
540,Owner Of My Heart (Album Version),if you think ive let you down tried to fool you theres no need to if you think ive played around whyd you worry you should know me ive been true right from the start youre the owner of my heart if you look straight in my eyes you will know im not pretending i dont hide theres no disguise why you doubt me thats a strange thing ive been true right from the start youre the owner of my heart i cant stand by watching you walk away knowing you still belong with me close by my side you think i dont care but forever i swear ooh my love has grown stronger and that i cant hide ive been true right from the start youre the owner of my heart ooh ive been true right from the start youre the owner of my heart oh oh no one can tell me cause i know for sure when im not with you baby im wasting my time ill do anything that you want me to do ooh just call out my name cant she give me a sign give me a sign oh oh if you just give me some time some time to convince you we can pull through we can pull through let me see whats on your mind on your mind i wont change you i dont have to ive been true right from the start oh oh oh youre the owner of my heart ive been true right from the start youre the owner of my heart ive been true right from the start youre the owner of my heart,Sad
541,Hunter,if travel is searching and home whats been found im not stopping im going hunting im the hunter ill bring back the goods but i dont know when i thought i could organize freedom how american of me this is who i am you figured it out didnt you you could smell it so you left me on my own to complete the mission now im leaving it all behind im going hunting im the hunter im the hunter im the hunter you just didnt know me x7,Sad
542,MY CONSOLATION (LP Version),you left me now you come back to me saying its changed and were not the same people we once were and you beg to be back with me i cant see anything but you every night i see you there everyday i hate you and everything we once were you keep saying its changed and were not the same and you beg to be back with me now i cant see anything i wont forget everything that you put us through every night i see you there everyday i hate you crying cant carry you back to me,Sad
543,All My Senses,pull the trigger break down in a love affair when i said i didnt care you started searching for tomorrow pull the trigger my girl youre running all alone i said i was back home but im far away and there aint no point in the words i write there aint no way to know me but it sure felt right when i saw your eyes but now they feel like oh yeah they feel like mondays and all my senses seem to shine through the day seem to shine through the day honey thats okay yes all my senses seem to shine in the night seem to shine in the night honey thats alright in your heart girl i see a jealous butterfly you wanted me high love but im sober still in your heart girl theres nothing left but misery come dance while im getting free im gonna lie again cause there aint no point in the words i write there aint no way to get me but i sure was high when i saw your smile but now your always oh yes youre always gone girl and all my senses seem to shine through the day seem to shine through the day honey thats okay yes all my senses seem to shine in the night seem to shine in the night honey thats alright all my senses seem to shine in the night seem to shine in the night honey thats alright and all my senses seem to be in this song thinking all day long honey what went wrong tell me what went wrong tell me what went wrong,Sad
544,Lose This Skin,come with me i wont hide were going on a ride we meet each day use time to see while were young and almost free ive got to lose this skin im imprisoned in got to lose this skin im imprisoned in do not turn or hate to see all the things you think weve got do not turn or hate to see what happened to the wife of lot were alone or so they say were not on our own in that way when were alone its real tough going we can take a part in someone elses play come with me i thought he said but thats not him anymore hes dead whats it like to be so free so free it looks like lost to me,Sad
545,Bedtime Story (Album Version),today is the last day that im using words theyve gone out lost their meaning dont function anymore lets lets lets get unconscious honey lets get unconscious honey today is the last day that im using words theyve gone out lost their meaning dont function anymore traveling leaving logic and reason traveling to the arms of unconsciousness traveling leaving logic and reason traveling to the arms of unconsciousness lets get unconscious honey lets get unconscious lets get unconscious honey lets get unconscious words are useless especially sentences they dont stand for anything how could they explain how i feel traveling traveling im traveling traveling traveling leaving logic and reason traveling traveling im gonna relax traveling traveling in the arms of unconsciousness lets get unconscious honey lets get unconscious lets get unconscious honey lets get unconscious and inside were all still wet longing and yearning how can i explain how i feel traveling traveling traveling traveling traveling traveling in the arms of unconsciousness and all that you ever learned try to forget ill never explain again,Happy
546,Fortune Teller,went to the fortune teller to have my fortune read i didnt know what to tell her i had a dizzy feeling in my head siad shed take a look at my palm she said son you feel kinda warm and she looked into her crystal ball said youre in love said it could not be so not with all the girls i know she said when the next one arrives looking into her eyes i left there in a hurry looking forward to my big surprise the next day i discovered that the fortune teller told me a lie i hurried back down to that woman as mad as i could be i told her i didnt see nobody whyd she make a fool out of me then something struck me as if it came from up above while looking at the fortune teller i fell in love now im a happy fellow well im married to the fortune teller were happy as we can be now i get my fortune told for free now im a happy fellow well im married to the fortune teller were happy as we can be and i get my fortune told for free,Happy
